from,to,weight,relation,participation,count
PoBe,Chan,4,1,7,16
Sash,Chan,1,1,3,3
Stat,Chan,1,1,1,1
Tain,Chan,1,1,1,1
Timb,Chan,1,1,1,1
TomS,Chan,1,1,1,1
Viny,Chan,1,1,1,1
JustinBi,Chan,5,2,7,16
Clev,Chan,1,3,1,1
Kehl,Chan,1,3,1,1
LilD,Chan,1,3,1,1
Post,Chan,1,3,1,1
Quav,Chan,1,3,1,1
Summ,Chan,1,3,1,1
TravisSc,Chan,1,3,1,1
AlanC,Christ,1,1,1,2
BillyHa,Christ,1,1,1,1
BobRo,Christ,1,1,1,1
Buck,Christ,1,1,1,1
Ellie,Christ,1,1,1,1
Feli,Christ,1,1,1,1
FranzS,Christ,1,1,1,1
FranzX,Christ,1,1,1,1
Have,Christ,1,1,1,1
Hugh,Christ,1,1,1,1
Humb,Christ,1,1,1,1
IrvingB,Christ,1,1,1,1
J.Fre,Christ,1,1,1,1
JamesLo,Christ,1,1,1,1
JayLi,Christ,1,1,1,1
JayW.J,Christ,1,1,1,1
JeffBa,Christ,1,1,1,1
JoanJa,Christ,1,1,1,1
JohnFr,Christ,1,1,1,1
JohnnyMa,Christ,1,1,1,1
JoseF,Christ,1,1,1,1
JosephMoh,Christ,1,1,1,1
KimG,Christ,1,1,1,1
MariahC,Christ,1,1,1,1
Mere,Christ,1,1,1,1
PhilipS,Christ,1,1,1,1
PhilSp,Christ,1,1,1,1
RalphB,Christ,1,1,1,1
RayE,Christ,1,1,1,1
RichardB,Christ,1,1,1,1
SteveNe,Christ,1,1,1,1
Tony,Christ,1,1,1,1
WalterAf,Christ,1,1,1,1
WalterKe,Christ,1,1,1,1
WalterRo,Christ,1,1,1,1
MichaelBu,Christ,1,2,3,3
AdRo,DAMN,1,1,1,1
AlSo,DAMN,1,1,1,1
AnWi,DAMN,1,1,1,1
Beko,DAMN,1,1,1,2
BiCu,DAMN,1,1,1,1
BrBr,DAMN,1,1,1,1
BrMa,DAMN,1,1,1,1
Broc,DAMN,1,1,1,1
Cardo,DAMN,1,1,1,1
ChHa,DAMN,1,1,1,1
DaTo,DAMN,1,1,1,1
DaWa,DAMN,1,1,1,1
DDRo,DAMN,1,1,1,1
DJDa,DAMN,3,1,5,6
DMC,DAMN,1,1,1,1
EaSh,DAMN,1,1,1,1
GeWi,DAMN,1,1,1,1
GNBo,DAMN,1,1,1,1
GregKu,DAMN,1,1,1,1
JaBo,DAMN,1,1,1,1
JamesB,DAMN,1,1,1,1
JeMa,DAMN,1,1,1,1
JoFl,DAMN,1,1,1,1
JoSc,DAMN,1,1,1,1
JRCo,DAMN,1,1,1,1
Juve,DAMN,1,1,1,1
KAYT,DAMN,1,1,1,1
KiGi,DAMN,1,1,1,1
LeWh,DAMN,1,1,1,1
MaFr,DAMN,1,1,1,1
MaTa,DAMN,1,1,1,1
MiBu,DAMN,1,1,1,1
MiHe,DAMN,1,1,1,1
MikeW,DAMN,3,1,3,3
NaPa,DAMN,1,1,1,1
PaBe,DAMN,1,1,1,1
PeMo,DAMN,1,1,1,1
PeUg,DAMN,1,1,1,1
Philip,DAMN,1,1,1,1
PJTe,DAMN,1,1,1,1
Plus,DAMN,1,1,1,1
RABO,DAMN,1,1,1,1
ReRu,DAMN,1,1,1,1
Ricc,DAMN,1,1,1,2
RickRu,DAMN,1,1,1,1
SiMa,DAMN,1,1,1,1
Sounw,DAMN,3,1,5,8
StLa,DAMN,1,1,1,1
TeMa,DAMN,1,1,1,1
TeWa,DAMN,1,1,1,2
TheAl,DAMN,1,1,1,1
ToDa,DAMN,3,1,5,7
Wonder,DAMN,1,1,1,1
YungE,DAMN,1,1,1,1
Kend,DAMN,7,2,7,14
AdCa,DAMN,1,3,1,1
Bono,DAMN,1,3,1,1
LMJr,DAMN,1,3,1,1
Riha,DAMN,1,3,1,1
TheEdg,DAMN,1,3,1,1
Zaca,DAMN,1,3,1,1
Amma,divi,1,1,1,1
AmyW,divi,1,1,1,1
benn,divi,3,1,5,6
DMcK,divi,1,1,1,1
EaMu,divi,1,1,1,1
FoVa,divi,1,1,1,2
JessieW,divi,1,1,1,1
JohnnyMc,divi,3,1,5,7
JuliaM,divi,1,1,1,1
Kand,divi,1,1,1,1
KeBr,divi,1,1,1,1
LiBa,divi,1,1,1,1
NiDu,divi,1,1,1,1
RyanT,divi,1,1,1,1
StEa,divi,1,1,1,1
SteveMa,divi,1,1,1,1
StGr,divi,1,1,1,1
TTHa,divi,1,1,1,1
EdSh,divi,7,2,7,12
Albe,DooW,1,1,1,1
AndrewWy,DooW,1,1,1,1
AriLe,DooW,5,1,7,10
BrBr,DooW,3,1,1,2
Clau,DooW,1,1,1,1
JeBh,DooW,1,1,1,1
JeRu,DooW,1,1,1,1
JohnMe,DooW,1,1,1,1
JoshuaL,DooW,1,1,1,1
Kave,DooW,1,1,1,1
Knan,DooW,1,1,1,1
MikeCar,DooW,1,1,1,1
Mitchum,DooW,3,1,1,2
Need,DooW,1,1,1,1
PatrickPe,DooW,1,1,1,1
PatrickSt,DooW,1,1,1,1
Philip,DooW,5,1,7,10
Sain,DooW,1,1,1,1
Supa,DooW,3,1,1,2
BrMa,DooW,5,2,7,10
B.o.B,DooW,1,3,1,1
Dami,DooW,1,3,1,1
AliP,Fift,1,1,1,1
Aman,Fift,1,1,1,1
Barn,Fift,1,1,1,1
Bell,Fift,1,1,1,2
BenV,Fift,1,1,1,1
Beyonc,Fift,1,1,1,2
Blyt,Fift,1,1,1,1
BOOT,Fift,1,1,1,1
BrianW,Fift,1,1,1,1
Bruc,Fift,1,1,1,1
CarolynLe,Fift,1,1,1,1
CyCo,Fift,1,1,1,1
DaHe,Fift,1,1,1,1
DannyE,Fift,1,1,1,2
DaveO,Fift,1,1,1,1
Devo,Fift,1,1,1,1
EmHa,Fift,1,1,1,1
Euge,Fift,1,1,1,1
Gera,Fift,1,1,1,1
ILYA,Fift,1,1,1,1
JAYZ,Fift,1,1,1,1
JessieW,Fift,1,1,1,1
Keit,Fift,1,1,1,1
Laur,Fift,1,1,1,1
MaxM,Fift,1,1,1,1
MickJ,Fift,1,1,1,1
MIKE,Fift,1,1,1,1
Oliv,Fift,1,1,1,1
Rich,Fift,1,1,1,1
Sava,Fift,1,1,1,1
Scre,Fift,1,1,1,1
Sia,Fift,1,1,1,1
Skyl,Fift,1,1,1,1
Step,Fift,1,1,1,2
TheW,Fift,1,1,1,2
Tove,Fift,1,1,1,1
AmyA,Fine,1,1,1,1
GregKu,Fine,1,1,1,1
Ilse,Fine,1,1,1,1
JeBh,Fine,3,1,3,3
KidH,Fine,5,1,7,11
MiRo,Fine,3,1,5,6
Samm,Fine,1,1,1,2
TyJo,Fine,3,1,5,7
HarrySt,Fine,5,2,7,12
AaronD,folk,3,1,5,9
JaAn,folk,3,1,3,4
JoeA,folk,1,1,1,2
Tayl,folk,5,2,7,16
JustinV,folk,1,3,1,1
AlTa,Four,1,1,1,1
EdDr,Four,1,1,1,1
EdSh,Four,1,1,1,2
JaSc,Four,3,1,1,7
JohanCa,Four,1,1,1,1
JohnR,Four,5,1,1,9
JuBu,Four,5,1,1,10
MoZe,Four,1,1,1,1
OliverFr,Four,1,1,1,2
RuthAn,Four,1,1,1,2
SPag,Four,1,1,1,1
Tedd,Four,1,1,1,1
WayneHe,Four,1,1,1,1
HarrySt,Four,3,2,1,4
Liam,Four,5,2,1,8
LouisTo,Four,5,2,1,8
NiallHo,Four,1,2,1,2
ZAYN,Four,3,2,1,3
ChrisBec,Froz,5,1,7,21
Frod,Froz,1,1,1,1
KristenAn,Froz,3,1,7,11
RobertLo,Froz,3,1,7,11
AlTa,Futu,1,1,1,1
AndrewF,Futu,1,1,1,1
BenK,Futu,1,1,1,1
Bing,Futu,1,1,1,1
Caro,Futu,1,1,1,2
Chel,Futu,1,1,1,1
Clar,Futu,3,1,3,4
DavidB,Futu,1,1,1,1
Denz,Futu,1,1,1,1
Emily,Futu,1,1,1,1
Franc,Futu,1,1,1,1
IanK,Futu,1,1,1,1
IrvingW,Futu,1,1,1,1
JasonE,Futu,1,1,1,1
JeBh,Futu,1,1,1,1
Jord,Futu,1,1,1,1
JuliaM,Futu,1,1,1,1
JustinTr,Futu,1,1,1,1
KAMIL,Futu,1,1,1,1
Kenn,Futu,1,1,1,1
KOZ,Futu,3,1,3,3
MaxW,Futu,1,1,1,1
MeJF,Futu,1,1,1,1
MichaelH,Futu,1,1,1,2
Michel,Futu,1,1,1,1
Pete,Futu,1,1,1,1
SarahHu,Futu,1,1,1,2
SGLe,Futu,1,1,1,1
Shak,Futu,1,1,1,1
Stef,Futu,1,1,1,1
TomB,Futu,1,1,1,1
Tove,Futu,1,1,1,1
UPSA,Futu,1,1,1,1
watt,Futu,1,1,1,1
DuaL,Futu,5,2,7,11
Avic,Ghos,1,1,1,1
JonHo,Ghos,1,1,1,1
ChrisM,Ghos,7,2,7,9
GuyB,Ghos,7,2,7,9
JonnyB,Ghos,7,2,7,9
WillC,Ghos,7,2,7,9
Berr,Guar,1,1,1,1
DavidBo,Guar,1,1,1,1
DennisLu,Guar,1,1,1,1
ElvinBi,Guar,1,1,1,1
EricCa,Guar,1,1,1,1
EricSt,Guar,1,1,1,1
Fonc,Guar,1,1,1,1
FreddiePe,Guar,1,1,1,1
GrahamGo,Guar,1,1,1,1
JoanJe,Guar,1,1,1,1
KimFo,Guar,1,1,1,1
LarryMi,Guar,1,1,1,1
Loll,Guar,1,1,1,1
MarkJa,Guar,1,1,1,1
NickolasAs,Guar,1,1,1,1
Norm,Guar,1,1,1,1
Rupe,Guar,1,1,1,1
StanVi,Guar,1,1,1,1
ValerieSi,Guar,1,1,1,1
WallyBr,Guar,1,1,1,1
JamesH,Hard,7,1,7,12
Lars,Hard,7,1,7,12
RobertT,Hard,1,1,1,1
AlSa,HaSt,5,1,5,8
JeBh,HaSt,5,1,5,8
JohnR,HaSt,1,1,1,1
JuBu,HaSt,1,1,1,1
KidH,HaSt,1,1,1,2
MiRo,HaSt,5,1,7,9
RyanN,HaSt,5,1,5,7
TyJo,HaSt,7,1,7,10
HarrySt,HaSt,7,2,7,10
Antho,Holl,1,1,1,1
BillyWa,Holl,5,1,7,15
Bloo,Holl,1,1,1,1
BrianLe,Holl,1,1,3,3
CarlR,Holl,1,1,1,2
Cart,Holl,1,1,1,2
DJDa,Holl,1,1,1,1
EmHa,Holl,1,1,1,1
Fars,Holl,1,1,1,1
Fath,Holl,1,1,1,1
FrankD,Holl,3,1,5,6
Happ,Holl,1,1,1,1
JaSw,Holl,1,1,1,1
JessieL,Holl,1,1,1,1
Kaan,Holl,1,1,1,2
Kany,Holl,1,1,1,1
LouisBe,Holl,5,1,7,17
MaTa,Holl,1,1,1,2
Mizz,Holl,1,1,1,1
MorM,Holl,1,1,1,1
NickMi,Holl,1,1,1,1
TylerA,Holl,1,1,1,1
ValB,Holl,1,1,1,1
Vory,Holl,1,1,1,1
watt,Holl,1,1,1,2
Post,Holl,5,2,7,17
DaBa,Holl,1,3,1,1
Future,Holl,1,3,1,1
Hals,Holl,1,3,1,1
LilB,Holl,1,3,1,1
Meek,Holl,1,3,1,1
Ozzy,Holl,1,3,1,1
Swae,Holl,1,3,1,1
SZA,Holl,1,3,1,1
TravisSc,Holl,1,3,1,1
YoungTh,Holl,1,3,1,1
AnJa,Huma,1,1,1,2
DaBr,Huma,1,1,1,1
DaPr,Huma,1,1,1,2
FoVa,Huma,1,1,1,1
FrCo,Huma,1,1,1,1
InWr,Huma,1,1,1,1
JaHa,Huma,1,1,1,1
JaSc,Huma,3,1,3,4
JonnyC,Huma,3,1,3,4
MaCr,Huma,1,1,1,2
MikeN,Huma,1,1,1,1
SimonAl,Huma,1,1,1,2
TwoI,Huma,1,1,1,2
RnBM,Huma,7,2,7,12
EgWh,InTh,3,1,1,2
ElvinSm,InTh,1,1,1,1
Fras,InTh,1,1,1,1
JeffLy,InTh,1,1,1,1
JimmyN,InTh,3,1,3,3
MattPr,InTh,1,1,1,1
SimonAl,InTh,1,1,1,1
TomP,InTh,1,1,1,1
Tour,InTh,1,1,1,1
TwoI,InTh,3,1,1,2
SamS,InTh,7,2,7,10
Back,Kami,1,1,1,1
Bobc,Kami,1,1,1,1
Boi1,Kami,1,1,1,1
DJBu,Kami,1,1,1,1
DwSi,Kami,1,1,1,1
ErBo,Kami,1,1,1,1
FredB,Kami,1,1,1,1
FrWa,Kami,1,1,1,1
HaWi,Kami,1,1,1,1
IDaP,Kami,3,1,3,4
JaSw,Kami,1,1,1,1
JustinV,Kami,1,1,1,1
KevinGo,Kami,1,1,1,1
LiGo,Kami,1,1,1,1
LLCJ,Kami,1,1,1,1
Lone,Kami,1,1,1,1
LuRe,Kami,3,1,3,5
MaJa,Kami,1,1,1,1
MaRe,Kami,1,1,1,1
MikeW,Kami,1,1,1,2
NoAo,Kami,1,1,1,1
PaRo,Kami,1,1,1,1
Plus,Kami,1,1,1,1
RonJ,Kami,1,1,1,2
RoTr,Kami,1,1,1,1
Sone,Kami,1,1,1,2
SwAl,Kami,1,1,1,1
TayKe,Kami,1,1,1,1
TimG,Kami,1,1,1,1
TiSu,Kami,1,1,1,1
ToDa,Kami,1,1,1,1
YuNa,Kami,1,1,1,1
YuYa,Kami,1,1,1,1
Emin,Kami,7,2,7,13
JessieR,Kami,1,3,1,2
JoLu,Kami,1,3,1,1
Royc,Kami,1,3,1,1
Baby,KMag,1,1,1,1
BrBr,KMag,7,1,7,9
CAGM,KMag,1,1,1,1
EmHa,KMag,1,1,1,1
HoSt,KMag,1,1,1,1
JaFa,KMag,5,1,5,7
JeBh,KMag,3,1,1,2
JeRv,KMag,3,1,1,2
JoYi,KMag,3,1,1,2
MarcG,KMag,1,1,1,1
Philip,KMag,7,1,7,9
RaCh,KMag,3,1,1,2
RaRo,KMag,3,1,1,2
TLJr,KMag,1,1,1,1
TPai,KMag,1,1,1,1
BrMa,KMag,7,2,7,9
Alan,Lemo,1,1,1,1
AlexDel,Lemo,1,1,1,1
Andre3,Lemo,1,1,1,1
AntonioR,Lemo,1,1,1,1
Avey,Lemo,1,1,1,1
Bach,Lemo,1,1,1,1
Bell,Lemo,1,1,1,1
BenB,Lemo,1,1,1,1
BigB,Lemo,1,1,1,1
BOOT,Lemo,1,1,1,1
Bria,Lemo,1,1,1,1
Burt,Lemo,1,1,1,1
Carla,Lemo,1,1,1,1
Dann,Lemo,1,1,1,1
Dean,Lemo,1,1,1,1
Dian,Lemo,3,1,3,3
Dipl,Lemo,1,1,1,2
DJKha,Lemo,1,1,1,1
DocP,Lemo,1,1,1,1
EmHa,Lemo,1,1,1,1
Ezra,Lemo,1,1,1,1
Fath,Lemo,1,1,1,1
FrankT,Lemo,1,1,1,1
Geol,Lemo,1,1,1,1
HalD,Lemo,1,1,1,1
Ilse,Lemo,1,1,1,1
Ingr,Lemo,1,1,1,1
JamesP,Lemo,1,1,1,1
JohnLo,Lemo,1,1,1,1
JohnP,Lemo,1,1,1,1
JonnyC,Lemo,1,1,1,1
Jorda,Lemo,1,1,1,1
JRM,Lemo,1,1,1,1
Kare,Lemo,1,1,1,1
KevinC,Lemo,1,1,1,1
KevinG,Lemo,1,1,1,1
KevinM,Lemo,1,1,1,1
Mali,Lemo,1,1,1,1
MeLo,Lemo,1,1,1,2
Midi,Lemo,1,1,1,1
MIKE,Lemo,1,1,1,1
MikeW,Lemo,1,1,1,1
MNEK,Lemo,1,1,1,1
Mort,Lemo,1,1,1,1
Nick,Lemo,1,1,1,1
Pand,Lemo,1,1,1,1
Plus,Lemo,1,1,1,1
R.Cit,Lemo,1,1,1,1
Robe,Lemo,1,1,1,1
Slee,Lemo,1,1,1,1
Slim,Lemo,1,1,1,1
Soul,Lemo,1,1,1,1
Swae,Lemo,1,1,1,1
TheD,Lemo,1,1,1,1
Ther,Lemo,1,1,1,1
Timo,Lemo,1,1,1,1
VincentB,Lemo,1,1,1,1
