from,to,weight,relation,participation,count
PatrickPe,DooW,1,1,1,1
PatrickSt,DooW,1,1,1,1
PaulEp,21by,3,1,3,3
PaulEp,Unor,1,1,1,1
PaulJa,Rand,1,1,1,1
PaulMe,UpAl,1,1,1,1
PaulWi,Rand,1,3,1,2
PDBu,Mpcl,1,1,1,1
PDog,LYSA,3,1,7,14
PDog,LYST,3,1,5,6
PeMo,DAMN,1,1,1,1
Penn,BornTo,1,1,1,1
PeterAl,Mylo,1,1,1,1
PeterSv,Take,1,1,1,1
PeterWa,Take,1,1,1,1
PeUg,DAMN,1,1,1,1
Phar,Rand,1,3,1,2
Phar,Beyo,1,1,1,2
Phar,x,1,3,1,2
PhilipS,Christ,1,1,1,1
PhilSp,Christ,1,1,1,1
PhLa,Unor,7,1,7,10
PhLa,DooW,5,1,7,10
PhLa,DAMN,1,1,1,1
PhLa,KMag,7,1,7,9
Phre,Unor,1,1,1,1
Pier,x,1,1,1,1
PiJo,Mpcl,3,1,3,3
Pink,TheT,5,2,7,12
Pink,BeTr,7,2,7,13
Pinky,TheM,1,1,1,1
PJTe,DAMN,1,1,1,1
Plus,Kami,1,1,1,1
Plus,DAMN,1,1,1,1
PMD,Revi,1,1,1,1
PoBe,ToIA,1,1,1,1
Polin,TheM,1,1,1,1
Polly,TheE,1,1,1,1
Polo,Loud,1,1,1,1
Polo,ThaC,1,1,1,1
PopW,Unap,1,1,1,1
Porc,UpAl,1,1,1,1
Porl,21by,1,1,1,1
Prisc,Loud,1,1,1,1
Prisc,Talk,1,1,1,1
PYLe,Mpcl,1,1,1,1
RABO,DAMN,1,1,1,1
RaCh,KMag,3,1,1,2
RalphB,Christ,1,1,1,1
RalphB,Merr,1,1,1,1
Rami,UpAl,3,1,3,3
Rami,Take,3,1,5,6
Ranc,ToIA,1,1,1,1
RandyNe,ToBe,1,1,1,1
Rans,TheM,1,1,1,1
RaRo,KMag,3,1,1,2
RayE,Christ,1,1,1,1
RayR,Beyo,1,1,1,1
RedO,BornTh,3,1,3,3
RedO,UpAl,1,1,1,1
RedO,ArtP,1,1,1,1
ReRu,DAMN,1,1,1,1
ReRu,Revi,1,1,1,1
ReSp,Revi,1,1,1,1
RichardB,Christ,1,1,1,1
RichardWr,TheE,5,2,7,11
RickCu,ThaC,1,1,1,1
RickNo,BornTo,1,1,1,2
RickRo,ThaC,1,3,1,1
RickRu,DAMN,1,1,1,1
RickRu,Revi,1,1,1,1
RickRu,TheM,1,1,1,1
RiFa,repu,1,1,1,1
Riha,Talk,3,2,3,4
Riha,Unap,5,2,7,12
Riha,DAMN,1,3,1,1
Riha,TheM,1,3,1,1
RiRI,DAMN,1,1,1,2
Rive,Loud,1,1,1,1
RiWe,ToIA,1,1,1,1
RKel,ArtP,1,3,1,1
RM,LYSA,5,2,7,21
RM,LYST,7,2,7,11
RMDJ,LYSA,1,1,3,4
RnBM,Huma,7,2,7,12
RNUF,Revi,1,1,1,1
RobertBu,Merr,1,1,1,1
RobertLo,Froz,3,1,7,11
RobertSm,21by,1,1,1,1
RobertWe,Unde,1,1,1,1
RobHo,ThaC,1,1,1,1
RobinGi,ToBe,1,1,1,1
RobKn,The2,1,1,1,2
RobSw,Talk,1,1,1,1
RoCa,LYSA,1,1,3,3
RoCa,LYST,1,1,1,1
RodAr,TheM,1,1,1,1
Rodn,Beli,1,1,1,2
RodS,Merr,1,2,1,1
RoFr,BeTr,1,1,1,1
Roge,21by,1,1,1,1
RoKB,ToIA,1,1,1,1
RoMa,repu,1,1,1,1
Romy,Talk,1,1,1,1
RonJ,Kami,1,1,1,2
Roqu,ToBe,1,1,1,1
RoSM,ToIA,1,1,1,1
RoSp,LYSA,1,1,1,1
RoSp,LYST,1,1,1,1
Ross,BeTr,1,1,1,1
Ross,Beli,1,1,1,1
RoTr,Kami,1,1,1,1
Royc,Kami,1,3,1,1
Rupe,Guar,1,1,1,1
RuthAn,Four,1,1,1,2
RyLe,TGrS,1,1,1,2
RyNa,HaSt,5,1,5,7
RyTe,Midn,1,1,1,1
RyTe,Beyo,1,1,1,1
RyTe,1989,1,1,1,2
RyTe,21by,1,1,1,2
RyTe,divi,1,1,1,1
Sach,19by,1,1,1,1
SaDe,BeTr,1,1,1,1
SaDe,Unap,1,1,1,1
SaHa,LYSA,1,1,1,1
Sain,DooW,1,1,1,1
SaKl,LYSA,1,1,1,1
SAKP,Loud,1,1,1,1
SamH,Revi,1,1,1,1
SamHo,Take,1,1,1,1
SammyC,ToBe,1,1,1,1
SammyC,Merr,1,1,1,1
SamSm,ToIA,7,2,7,10
SamSm,InTh,7,2,7,10
Sand,Loud,1,1,1,2
SarahHu,Pris,1,1,1,1
SarahJa,TheM,1,1,1,1
Sava,UpAl,3,1,3,5
Sava,Take,3,1,5,6
Sava,Beli,1,1,1,1
Sava,Midn,1,1,1,1
SBoi,LYSA,3,1,7,9
SBoi,LYST,1,1,1,1
Scho,Revi,1,1,1,1
Scho,TheM,1,1,1,1
ScJo,Revi,1,1,1,1
Scot,Loud,1,1,1,1
ScottyWi,ToBe,1,1,1,1
Shel,Redb,1,1,3,3
Shel,Take,1,1,1,2
Shel,TheT,1,1,1,1
Shel,repu,3,1,7,9
Shel,BeTr,3,1,3,3
Shel,1989,3,1,5,7
Shep,UpAl,1,1,1,1
Shon,Loud,1,1,1,1
Shyn,ThaC,1,3,1,1
Sia,Unap,1,1,1,1
Sia,Pris,1,1,1,1
Sia,Beyo,1,1,1,1
SiMa,DAMN,1,1,1,1
SimonAl,Huma,1,1,1,2
SimonAl,InTh,1,1,1,1
SimonGa,21by,1,1,1,1
SirN,Beli,1,1,1,2
SJKy,LYST,1,1,1,1
Skyl,Revi,3,1,3,4
Skyl,Loud,1,1,1,1
Skyl,TheM,1,3,1,1
Slic,TheM,1,1,1,1
Smok,ToBe,1,1,1,1
SMSu,LYSA,1,1,1,1
SMSu,LYST,1,1,1,1
Sniz,ThaC,1,1,1,1
SoFL,Beli,1,1,1,1
Sone,TheM,1,1,1,1
Sone,Kami,1,1,1,2
Sool,Beyo,1,1,1,2
Sosa,LYSA,1,1,3,4
Sosa,LYST,1,1,1,2
Soundz,Loud,1,1,1,1
Sounw,DAMN,3,1,5,8
SPag,Four,1,1,1,1
SRab,LYSA,3,1,5,6
SRab,LYST,1,1,1,1
Stac,Loud,1,1,1,1
StAn,MMia,3,1,3,9
StanVi,Guar,1,1,1,1
StEa,divi,1,1,1,1
StephenHa,ThaC,1,1,1,1
StephenHa,TheM,1,1,1,1
SteveDa,TheT,1,1,1,1
SteveGu,ArtP,3,1,3,3
SteveMa,UpAl,1,1,1,1
SteveMa,divi,1,1,1,1
SteveMa,BeTr,1,1,1,1
SteveNe,Christ,1,1,1,1
StevenSa,ToBe,1,1,1,1
SteveRo,UpAl,1,1,1,2
SteveRo,Take,1,1,1,1
SteveWy,Talk,1,1,1,1
SteveWy,Unap,1,1,1,1
StGr,divi,1,1,1,1
StLa,DAMN,1,1,1,1
STRE,TheM,1,1,1,1
SUGA,LYSA,3,2,7,11
SUGA,LYST,5,2,5,8
SunR,ArtP,1,1,1,1
Supa,DooW,3,1,1,2
Supa,Unor,1,1,1,1
SwAl,Kami,1,1,1,1
TayKe,Kami,1,1,1,1
Tayl,repu,7,2,7,15
Tayl,Redb,7,2,7,16
Tayl,1989,7,2,7,13
Tcha,ArtP,3,1,3,3
Tebe,Take,1,1,1,1
Tech,ThaC,1,3,1,1
Tedd,Midn,1,1,1,1
Tedd,Four,1,1,1,1
TedDw,Babe,7,2,7,12
TeddyS,UpAl,1,1,1,1
TeMa,DAMN,1,1,1,1
Terr,The2,1,1,1,1
TeWa,DAMN,1,1,1,2
ThBr,Revi,1,1,1,1
TheAl,DAMN,1,1,1,1
TheAl,ThaC,1,1,1,1
TheDr,Beyo,3,1,3,4
TheDr,Unap,3,1,3,4
TheEdg,SoEx,7,2,7,13
TheEdg,DAMN,1,3,1,1
TheNo,Talk,1,1,1,1
Ther,Loud,1,1,1,2
Ther,Unap,1,1,1,1
Thom,Rand,7,2,7,14
TI,ArtP,1,3,1,1
TiGo,Kami,1,1,1,1
TiJa,Revi,1,1,1,1
Timb,ToIA,1,1,1,1
Timb,The2,5,3,7,10
Timb,Beyo,3,1,3,4
TimLa,BornTo,1,1,1,2
TimMi,Unde,1,1,1,1
TimothyT,Loud,1,1,1,2
TimothyT,Unap,1,1,1,1
TIPu,Huma,1,1,1,2
TIPu,InTh,3,1,1,2
TiSu,Kami,1,1,1,1
TJJr,BeTr,1,1,1,1
TLJr,Revi,1,1,1,1
TLJr,KMag,1,1,1,1
TMin,ThaC,1,1,1,1
TobyG,UpAl,1,1,1,1
TobySm,Midn,1,1,1,1
ToCh,Revi,1,1,1,1
ToDa,Kami,1,1,1,1
ToDa,DAMN,3,1,5,7
ToddEd,Rand,1,3,1,1
ToddEd,Rand,1,3,1,1
TomFl,UpAl,1,1,1,1
TomFl,Take,1,1,1,1
TomFl,Midn,1,1,1,1
TomJa,ToBe,1,1,1,1
TomMe,UpAl,1,1,1,1
TommyLe,Take,1,1,1,1
TommyP.G,Take,1,1,1,1
TommyPa,Beli,1,1,1,1
TomPe,InTh,1,1,1,1
Tony,Christ,1,1,1,1
TonyMi,Rand,1,1,1,1
TooSh,ArtP,1,3,1,1
TorE,ToIA,1,1,1,1
TorE,Loud,3,1,3,3
TorE,Talk,3,1,3,3
TorE,Unap,3,1,3,3
TorE,Pris,1,1,1,2
ToSt,Revi,1,1,1,1
Tour,InTh,1,1,1,1
TPai,ThaC,1,3,1,1
TPai,KMag,1,1,1,1
Trac,Loud,1,1,1,1
Trav,Beli,1,1,1,1
Travish,TheM,1,1,1,1
Trea,TheM,1,1,1,1
Tric,Unde,1,1,1,1
Tric,Loud,1,1,1,1
TTHa,divi,1,1,1,1
Twis,ArtP,1,3,1,1
TyJo,ToIA,1,1,1,2
TyJo,HaSt,7,1,7,10
TyKe,Revi,1,1,1,1
Ursu,Loud,1,1,1,1
ValerieSi,Guar,1,1,1,1
VincentPo,Pris,1,1,1,1
Vinn,TheM,1,1,1,1
VinRo,TheM,1,1,1,1
WallyBr,Guar,1,1,1,1
WalterAf,Christ,1,1,1,1
WalterAf,Unde,1,1,1,1
WalterKe,Christ,1,1,1,1
WalterMu,TheM,1,1,1,1
WalterRo,Christ,1,1,1,1
WayneHe,UpAl,1,1,1,2
WayneHe,Take,1,1,1,1
WayneHe,Midn,1,1,3,3
WayneHe,Four,1,1,1,1
WayneSe,Nigh,7,2,7,11
WillCh,Mylo,5,2,7,14
WillCh,Ghos,7,2,7,9
william,ArtP,1,1,1,1
WilliamAt,ThaC,1,1,1,1
WillyWi,ThaC,3,1,3,3
Wins,Babe,7,2,7,12
Wolf,TheM,1,1,1,1
Wond,DAMN,1,1,1,1
YEBB,ToIA,1,3,1,1
Yode,Mpcl,3,1,3,4
YoGu,LYSA,1,1,1,1
YoMC,Revi,1,1,1,1
Youn,ThaC,1,3,1,1
YuEx,DAMN,1,1,1,1
YuNa,Kami,1,1,1,1
Yung,ThaC,1,1,1,1
YuYa,Kami,1,1,1,1
Zaca,DAMN,1,3,1,1
ZAYN,UpAl,3,2,3,3
ZAYN,Take,1,2,1,2
ZAYN,Midn,1,2,1,1
ZAYN,Four,3,2,1,3
Zedd,Beli,1,1,1,1
Zedd,ArtP,3,1,3,3
