from,to,weight,relation,participation,count
Davi,Bohe,1,3,1,1
DavidB,Futu,1,1,1,1
DavidS,BE,1,1,1,1
Denz,Futu,1,1,1,1
Derr,Chan,1,1,3,3
Dian,ASta,1,1,1,1
Digi,Chan,1,1,1,1
DJDa,Holl,1,1,1,1
DJSw,MAPO,1,1,1,1
DJSw,MAPO7,1,1,1,2
DJWh,ASta,3,1,5,6
Domi,Chan,2,1,3,4
DreM,Afte,1,1,1,1
DuaL,Futu,5,2,7,11
Dyce,5x20,1,1,3,3
DYSO,MAPO,1,1,1,1
Edit,ASta,1,1,1,1
EdSh,MAPO,1,1,1,1
EdSh,No6C,5,2,7,15
EdSh,MAPO7,1,1,1,1
ELCA,MAPO7,1,1,1,2
ELCA,BE,1,1,1,1
Ella,No6C,1,3,1,1
Elle,MAPO7,1,1,1,1
Elli,MAPO7,1,1,1,1
Eloh,MAPO7,1,1,1,1
Elto,Afte,1,1,1,1
Eltv,5x20,1,1,3,4
Emil,MAPO,1,1,1,1
Emil,MAPO7,1,1,1,1
Emile,Holl,1,1,1,1
Emily,Futu,1,1,1,1
Emin,No6C,1,3,1,1
Etta,MAPO7,1,1,1,1
F&T,5x20,1,1,1,1
Fall,MAPO7,1,1,1,1
Fars,Holl,1,1,1,1
Fath,Holl,1,1,1,1
FINN,WHEN,5,1,7,14
Fran,Love,1,1,3,3
Fran,Afte,1,1,1,1
Fran,Holl,3,1,5,6
Franc,Futu,1,1,1,1
Frank,No6C,1,1,1,1
Fred,MAPO,1,1,1,1
Fred,No6C,5,1,7,10
Fred,MAPO7,1,1,1,1
FredB,Than,1,1,1,1
Fredd,Bohe,3,2,7,11
Fredr,5x20,1,1,1,1
Fredri,5x20,1,1,1,1
Fumi,5x20,1,1,1,1
Fura,5x20,1,1,1,1
Future,Holl,1,3,1,1
Geor,Abbe,1,2,1,2
GHST,MAPO7,1,1,1,1
GHST,BE,1,1,1,1
Gigi,5x20,1,1,1,1
GIRL,MAPO7,1,1,1,1
Goro,5x20,1,1,1,1
Gran,No6C,1,1,1,1
GregK,Fine,1,1,1,1
GregM,No6C,1,1,1,1
Gust,MAPO7,1,1,1,1
HER,No6C,1,3,1,1
HSuz,5x20,1,1,1,1
Hals,MAPO,1,3,1,1
Hals,MAPO7,1,3,1,1
Hals,Holl,1,3,1,1
Happ,Than,3,1,3,3
Happ,Holl,1,1,1,1
Harr,Fine,5,2,7,12
HARV,Chan,2,1,3,4
HIKA,5x20,1,1,1,1
Hild,MAPO7,1,1,1,1
Hill,ASta,1,1,1,2
Hiro,5x20,1,1,1,2
Hiss,MAPO,1,1,1,1
Hiss,MAPO7,3,1,3,4
Hiss,BE,3,1,1,2
hitm,MAPO,3,1,1,2
hitm,MAPO7,1,1,3,3
hs,5x20,1,1,1,1
Hund,5x20,1,1,5,5
HYDR,5x20,1,1,3,3
HYPE,5x20,1,1,1,1
IanK,Futu,1,1,1,1
Icec,MAPO7,1,1,1,1
iiSA,5x20,1,1,3,3
Illa,Afte,3,1,5,7
Ilse,Fine,1,1,1,1
ILYA,Than,3,1,3,4
Irvi,Futu,1,1,1,1
Ishu,5x20,1,1,1,1
Ivan,BE,1,1,1,1
J&T,5x20,1,1,1,2
JTCu,No6C,1,1,1,1
Jack,Love,3,1,5,8
Jack,folk,3,1,3,4
Jaha,No6C,1,1,1,1
Jaha,Holl,1,1,1,1
Jame,MAPO7,1,1,1,1
JasonE,Futu,1,1,1,1
JasonI,ASta,1,1,1,1
JaVa,Chan,1,1,1,2
Jayr,MAPO7,1,1,1,1
JeffBa,Fine,3,1,3,3
JeffBh,Futu,1,1,1,1
Jess,MAPO7,1,1,1,1
Jess,Holl,1,1,1,1
Jessi,BE,1,1,1,1
jhop,MAPO,5,2,5,6
jhop,MAPO7,3,2,7,10
jhop,BE,5,2,3,5
Jhus,No6C,1,3,1,1
Jimi,MAPO7,1,2,1,1
Jimi,BE,3,2,1,2
Jimm,Chan,2,1,3,4
JIN ,MAPO7,1,2,1,1
JIN ,BE,3,2,1,2
Joak,5x20,1,1,1,1
JoeA,folk,1,1,1,2
JoeF,BE,1,1,1,1
Joel,Love,3,1,3,4
JoeR,No6C,1,1,1,1
JoHi,MAPO,1,1,1,1
JoHi,MAPO7,1,1,1,1
JohnD,Bohe,1,2,3,4
JohnL,Abbe,5,2,7,14
JohnW,5x20,1,1,1,1
Jord,Futu,1,1,1,1
Jose,Than,1,1,1,1
JoshuaG,Chan,1,1,1,2
JoshuaW,Chan,1,1,1,1
JPro,Than,3,1,1,2
JuliaM,ASta,1,1,1,1
JuliaM,Futu,1,1,1,1
JuliaR,MAPO,1,1,1,1
JuliaR,MAPO7,1,1,1,2
July,MAPO7,1,1,1,1
Jung,MAPO7,1,2,1,1
Jung,BE,3,2,3,3
Juni,5x20,1,1,1,1
JustinB,No6C,1,3,1,1
JustinB,Chan,5,2,7,16
JustinT,ASta,1,1,1,1
JustinT,Than,1,1,1,1
JustinT,Futu,1,1,1,1
JustinV,folk,1,3,1,1
Kaan,Afte,1,1,1,1
Kaan,Holl,1,1,1,2
KAMI,Futu,1,1,1,1
Kand,Than,1,1,1,1
Kany,Holl,1,1,1,1
Kayd,Than,3,1,1,2
Kehl,Chan,1,3,1,1
Kenn,Than,1,1,1,1
Kenn,Futu,1,1,1,1
Kens,STRA,5,2,7,14
Kevinb,5x20,1,1,1,1
KevinBr,Than,1,1,1,1
KevinP,Afte,1,1,1,1
Khal,No6C,1,3,1,1
KidC,Chan,1,1,1,2
KidH,Fine,5,1,7,11
Kita,5x20,1,1,1,1
Kohe,5x20,1,1,1,1
Kohs,5x20,1,1,1,1
Koic,STRA,1,1,1,1
Kont,5x20,1,1,1,1
Kosu,5x20,1,1,3,5
Kouj,5x20,1,1,1,2
KOZ,Futu,3,1,3,3
Krys,MAPO,1,1,1,1
Krys,MAPO7,1,1,1,2
Lady,ASta,5,2,7,12
Laxc,Chan,1,1,1,1
LeeS,MAPO7,1,1,1,1
Lela,MAPO7,1,1,1,1
Levi,BE,1,1,1,1
LilB,Holl,1,3,1,1
LilD,Chan,1,3,1,1
Lind,Than,1,1,1,1
lori,5x20,1,1,1,1
LoriM,ASta,1,1,1,1
Loui,Love,1,1,3,3
Loui,Holl,5,1,7,17
Loui,Chan,1,1,1,1
Louig,ASta,1,1,1,1
Ludw,MAPO7,1,1,1,1
Luka,ASta,3,1,5,8
LUTR,MAPO7,1,1,1,1
Majid,Chan,1,1,1,1
Mane,Chan,1,1,1,1
Marc,MAPO,3,1,1,2
Marc,MAPO7,1,1,1,1
Mari,5x20,1,1,1,1
Mario,Afte,1,1,1,1
MarkN,ASta,3,1,5,6
MarkR,ASta,1,1,1,1
Mart,MAPO7,1,1,1,1
Mary,Than,1,1,1,1
Masa,5x20,1,1,1,2
Masas,5x20,1,1,1,1
Matty,MAPO7,1,1,1,1
Matth,Love,1,1,1,1
Matth,Holl,1,1,1,2
Matty,MAPO,1,1,1,1
MaxG,5x20,1,1,1,1
MaxL,MAPO,3,1,1,2
MaxL,MAPO7,1,1,1,2
MaxM,No6C,3,1,3,4
MaxM,Than,3,1,3,4
MaxM,Afte,3,1,3,5
MaxW,Futu,1,1,1,1
Meek,No6C,1,3,1,1
Meek,Holl,1,3,1,1
Mela,MAPO,3,1,1,2
Mela,MAPO7,1,1,3,3
Mela,Futu,1,1,1,1
Meta,BE,1,1,1,1
Metr,Afte,3,1,3,4
Mfms,5x20,1,1,1,1
Mich,MAPO,3,1,3,3
Mich,MAPO7,1,1,1,1
Mich,Futu,1,1,1,1
Michael,Than,3,1,1,2
MichaelH,Futu,1,1,1,2
Mick,MAPO7,1,1,1,2
MIKE,Chan,1,1,1,1
MikeM,Afte,1,1,1,1
Mitc,Fine,3,1,5,6
Mizz,Holl,1,1,1,1
Moke,Chan,1,1,1,1
MorM,Holl,1,1,1,1
MUSS,5x20,1,1,1,1
Nasr,Chan,1,1,1,1
Nata,ASta,1,1,1,2
Neon,MAPO7,1,1,1,1
NickM,ASta,3,1,5,6
NickMi,Holl,1,1,1,1
Nine,No6C,1,1,1,1
Nine,Chan,1,1,1,1
Nive,BE,1,1,1,1
Njom,Than,3,1,1,2
Nobb,5x20,1,1,1,1
Noti,Afte,1,1,1,1
Octo,5x20,1,1,1,2
Olan,Chan,1,1,1,1
Oliv,Ramm,5,2,7,11
Oneo,Afte,3,1,3,3
OscarH,Than,1,1,1,1
OscarHo,Afte,3,1,3,5
OvyO,No6C,1,1,1,1
Owen,MAPO,1,1,1,1
Owen,MAPO7,1,1,1,1
Ozzy,Holl,1,3,1,1
pady,5x20,1,1,1,2
Pard,No6C,1,1,1,1
PaulK,ASta,1,1,1,1
PaulL,Ramm,5,2,7,11
PaulM,Abbe,5,2,7,14
Paulo,No6C,1,3,1,1
Pdog,MAPO,3,1,3,4
Pdog,MAPO7,3,1,7,11
Pdog,BE,1,1,1,2
Pete,Futu,1,1,1,1
PeterN,5x20,1,1,1,1
PeterS,Than,1,1,1,1
Phil,Chan,1,1,1,1
Pipp,5x20,1,1,1,1
PnBR,No6C,1,3,1,1
PooB,No6C,1,1,1,1
PooB,Chan,4,1,7,16
PopW,Than,3,1,3,3
Post,Holl,5,2,7,17
Post,Chan,1,3,1,1
Prin,MAPO7,1,1,1,1
Princ,Afte,1,1,1,1
Pris,Than,3,1,1,2
QQ,5x20,1,1,1,1
Quav,Chan,1,3,1,1
Rand,BE,1,1,1,1
RayM,No6C,1,1,1,1
Rich,MAPO7,1,1,1,1
RichardR,Than,1,1,1,1
RichardZ,Ramm,5,2,7,11
Rick,Afte,1,1,1,1
Rico,No6C,1,1,1,1
Ring,Abbe,1,2,1,1
RM,MAPO,5,2,5,7
RM,MAPO7,5,2,7,17
RM,BE,5,2,5,7
Roge,Bohe,1,2,3,3
Roma,MAPO,1,1,1,1
Roma,MAPO7,1,1,1,1
Royc,5x20,1,1,1,1
RUCC,5x20,1,1,1,1
Ruut,BE,1,1,1,1
Ryan,MAPO,1,1,1,1
Ryan,MAPO7,1,1,1,1
SAKR,5x20,1,1,1,1
Samm,Fine,1,1,1,2
SAMU,5x20,1,1,1,1
Sara,Futu,1,1,1,2
Sash,Chan,1,1,3,3
Sava,Than,3,1,3,4
SawA,5x20,1,1,1,1
Sawar,5x20,1,1,1,1
Scoo,Than,3,1,3,3
Sean,5x20,1,1,1,1
SGLe,Futu,1,1,1,1
Shak,Futu,1,1,1,1
Shel,No6C,3,1,3,4
Shin,5x20,1,1,3,4
Shing,5x20,1,1,1,1
Shinno,5x20,1,1,1,1
ShoS,5x20,1,2,7,13
SHUN,5x20,1,1,1,2
SHUY,5x20,1,1,1,1
SIA,MAPO7,1,3,1,1
Simo,5x20,1,1,1,2
SINU,5x20,1,1,5,7
Skri,No6C,1,3,1,1
Slee,No6C,1,1,1,1
Sleep,MAPO7,1,1,1,1
Slow,MAPO7,1,1,1,1
Solu,5x20,1,1,3,4
Song,MAPO,1,1,1,1
Soun,Love,1,1,1,1
SQUA,5x20,1,1,1,1
StVi,Love,1,1,1,1
Stat,Chan,1,1,1,1
Stef,Futu,1,1,1,1
Stell,MAPO7,1,1,1,1
ster,5x20,1,1,1,1
Stev,No6C,1,1,1,2
S-Tnk,5x20,1,1,3,3
Stor,No6C,1,3,1,1
Suga,MAPO,5,2,5,6
Suga,MAPO7,3,2,7,11
Suga,BE,5,2,5,6
SugaS,5x20,1,1,1,1
Summ,Chan,1,3,1,1
Supr,MAPO,1,1,1,1
Supr,MAPO7,3,1,3,4
Swae,Holl,1,3,1,1
SZA,Holl,1,3,1,1
Tada,5x20,1,1,1,2
Tain,Chan,1,1,1,1
Taka,5x20,1,1,1,1
Take,5x20,1,1,1,2
TAKES,5x20,1,1,1,2
Takesh,5x20,1,1,1,2
Taku,5x20,1,1,1,2
Takuy,5x20,1,1,3,3
Tats,5x20,1,1,1,1
Tayl,Love,5,2,7,18
Tayl,folk,5,2,7,16
Tayla,Than,3,1,5,6
TBHi,Than,3,1,3,5
TheK,No6C,1,1,1,1
TheW,Afte,5,2,7,14
Till,Ramm,5,2,7,11
Timb,Chan,1,1,1,1
TimS,Bohe,1,1,1,1
TomB,Futu,1,1,1,1
TomS,Chan,1,1,1,1
TomW,MAPO7,1,1,1,1
Tove,Futu,1,1,1,1
Trav,No6C,1,3,1,1
Trav,Holl,1,3,1,1
Trav,Chan,1,3,1,1
Troy,MAPO7,1,1,1,1
TSUK,5x20,1,1,1,1
Tush,MAPO,1,1,1,1
TylerA,Holl,1,1,1,1
TylerJ,Fine,3,1,5,7
UPSA,Futu,1,1,1,1
V,MAPO7,1,2,1,1
V,BE,3,2,1,2
ValB,No6C,1,1,1,1
ValB,Holl,1,1,1,1
Vict,Than,3,1,5,6
Vinc,5x20,1,1,1,1
Vince,MAPO7,1,1,1,1
Viny,Chan,1,1,1,1
Vory,Holl,1,1,1,1
watt,Holl,1,1,1,2
watt,Futu,1,1,1,1
Wend,Than,1,1,1,1
Will,MAPO7,1,1,1,1
wond,5x20,1,1,1,2
Wonde,5x20,1,1,1,2
YEBB,No6C,1,3,1,1
Yoji,5x20,1,1,1,2
Yojir,STRA,1,3,1,1
Yosh,5x20,1,1,1,1
Youn,No6C,1,3,1,1
Youn,Holl,1,3,1,1
Yout,5x20,1,1,3,5
youw,5x20,1,1,1,1
Yusu,5x20,1,1,1,1
Yuta,STRA,5,1,7,10
