from,to,weight,relation,participation,count
B.o.B,DooW,1,3,1,1
Baby,Beli,1,1,1,1
Baby,KMag,1,1,1,1
Bach,Lemo,1,1,1,1
Back,Kami,1,1,1,1
Bang,Talk,1,1,1,1
Bang,ThaC,1,1,1,1
Bard,NosixC,1,1,1,1
Bari,Talk,1,1,1,1
Barn,Fift,1,1,1,1
BarryG,ToBe,1,1,1,1
Bawh,Revi,1,1,1,1
BeAn,MMia,7,1,7,18
Beat,UpAl,1,1,1,1
Bebe,TheM,1,1,1,1
Been,View,1,1,1,1
Beko,DAMN,1,1,1,2
Bell,Afte,3,1,5,7
Bell,Fift,1,1,1,2
Bell,Beau,3,1,3,5
Bell,Lemo,1,1,1,1
BenB,Beau,3,1,3,4
BenB,Lemo,1,1,1,1
BenF,Titl,1,1,1,1
Beng,MAPO,1,1,1,1
Beng,MAPOsev,1,1,1,1
BenK,Futu,1,1,1,1
BenLo,Babe,7,2,7,12
BenMa,Beli,1,1,1,1
BenMc,Nigh,7,2,7,11
benn,divi,3,1,5,6
benn,Unap,1,1,1,1
benn,Unor,1,1,1,1
benn,Pris,1,1,1,2
benn,x,1,1,1,1
benn,NosixC,1,1,1,1
benn,x,1,1,1,1
benn,Purp,1,1,1,1
BenV,Fift,1,1,1,1
BenWe,TheT,1,1,1,1
BePa,TGrS,7,2,7,22
Bern,Afte,1,1,1,1
Berr,Beli,1,1,1,1
Berr,ToBe,1,1,1,1
Berr,Guar,1,1,1,1
BertK,ToBe,1,1,1,1
Beyonc,Fift,1,1,1,2
Beyonc,Lemo,5,2,7,10
Beyonc,Revi,1,3,1,1
Beyonc,Beyo,7,2,7,14
BiCu,DAMN,1,1,1,1
BigB,NosixC,1,1,1,1
BigB,Lemo,1,1,1,1
BigS,Beli,1,3,1,1
BigS,Purp,1,3,1,1
BigT,Purp,1,1,1,1
Billie,WHEN,5,2,7,12
BillyHa,Christ,1,1,1,1
BillyHa,Merr,1,1,1,1
BillyMa,TheT,3,1,3,3
BillyMa,BeTr,1,1,1,1
BillySq,TheM,1,1,1,1
BillyWa,Chan,1,1,1,1
BillyWa,Holl,5,1,7,15
Bing,Futu,1,1,1,1
Bird,ThaC,3,1,5,7
BJKh,fivextwenty,1,1,1,1
BjUl,MMia,7,1,7,18
black,Beli,1,1,1,1
Bloo,Holl,1,1,1,1
Bloo,Purp,3,1,3,3
Bloods,Pris,1,1,1,1
BlueB,Take,1,1,1,1
BluJ,Unap,1,1,1,1
BluJ,Than,1,1,1,1
Blyt,Fift,1,1,1,1
Bobb,MAPO,1,1,1,1
Bobb,MAPOsev,1,1,1,1
Bobb,LYSA,1,1,1,2
Bobb,LYST,1,1,1,2
BobBh,Blac,1,1,1,1
Bobc,Kami,1,1,1,1
BobDy,19by,1,1,1,1
BobRo,Christ,1,1,1,1
Boi1,View,3,1,5,6
Boi1,ThaC,1,1,1,1
Boi1,Kami,1,1,1,1
Boi1,Chan,1,1,1,1
Boi1,NosixC,1,1,1,1
BoLa,Mpcl,1,1,1,1
BONN,Take,3,1,3,3
BonnieM,Pris,3,1,3,4
Bono,SoEx,7,2,7,13
Bono,DAMN,1,3,1,1
BOOT,Beyo,3,1,3,5
BOOT,Fift,1,1,1,1
BOOT,Lemo,1,1,1,1
Bori,21by,1,1,1,1
Brad,ASta,3,2,3,4
Bram,MAPOsev,1,1,1,1
Bran,View,1,1,1,1
Brand,Unde,1,1,1,1
Brando,Purp,1,1,1,1
BrBr,DAMN,1,1,1,1
BrBr,KMag,7,1,7,9
BrBr,DooW,3,1,1,2
BrBr,Unor,1,1,1,1
BrBr,NosixC,1,1,1,1
BrBr,25,1,1,1,1
Bren,Love,1,3,1,1
Bret,Titl,1,1,1,1
BrGr,ToIA,1,1,1,1
Bria,Lemo,1,1,1,1
Brian,View,1,1,1,1
BrianEn,Mylo,1,1,1,2
BrianKe,Unap,1,1,1,1
BrianLe,Holl,1,1,3,3
BrianLe,BornTh,1,1,1,1
BrianM,Bohe,3,2,5,9
BrianMa,Than,1,1,1,1
BrianS,Beyo,1,1,1,2
BrianW,Fift,1,1,1,1
Brit,Than,1,1,1,1
BrittanyT,Nigh,1,1,1,2
BrMa,DAMN,1,1,1,1
BrMa,KMag,7,2,7,9
BrMa,DooW,5,2,7,10
BrMa,Unor,7,2,7,10
BrMa,NosixC,1,3,1,1
BrMa,25,1,1,1,1
Broc,DAMN,1,1,1,1
Broc,View,1,1,1,1
Bruc,Fift,1,1,1,1
Brya,View,1,1,1,1
BryanAd,ToBe,1,3,1,1
Buck,Christ,1,1,1,1
Buck,Apen,7,1,5,1
Budd,Blue,1,1,1,1
Buff,View,1,1,1,1
BunB,ThaC,1,3,1,2
Burt,Lemo,1,1,1,1
busb,BeTr,1,1,1,2
busb,TheT,1,1,1,1
Bust,Unde,1,3,1,1
Bust,ThaC,1,3,1,2
Butc,TheT,1,1,1,1
CaFi,Revi,1,1,1,1
CAGM,KMag,1,1,1,1
Cait,Titl,1,1,1,1
Calv,Talk,1,3,1,2
Cam,ToIA,1,1,1,1
Came,Pris,1,1,1,1
Cami,MAPO,1,1,1,1
Cami,MAPOsev,1,1,1,1
Camil,NosixC,1,3,1,1
Cand,MAPO,1,1,1,1
Cand,MAPOsev,1,1,1,2
Cand,LYSA,1,1,3,4
Cand,LYST,1,1,1,2
Candi,Talk,1,1,1,1
Cardi,NosixC,1,3,1,1
Cardia,View,1,1,1,1
Cardo,View,1,1,1,1
Cardo,DAMN,1,1,1,1
Carla,Lemo,1,1,1,1
CarlF,UpAl,3,1,3,3
CarlF,Take,3,1,5,6
CarlF,Midn,1,1,1,1
CarlM,Beau,1,1,1,1
CarlR,Holl,1,1,1,2
CarlT,View,1,1,1,1
Caro,Futu,1,1,1,2
CarolinePo,Beyo,1,1,1,1
CarolynLe,Fift,1,1,1,1
CarolynLe,ToBe,1,1,1,1
Cart,Holl,1,1,1,2
CatD,View,1,1,1,1
Caut,Love,1,1,1,1
Cazz,MAPOsev,1,1,1,1
CCar,ToBe,1,1,1,1
Chanc,NosixC,1,3,1,1
CharlesS,The2,1,1,1,1
ChBr,Revi,1,1,1,1
Chec,BornTh,1,1,1,1
Chel,Futu,1,1,1,1
CheP,Beau,1,1,1,1
ChHa,DAMN,1,1,1,1
ChillyG,Rand,1,1,1,1
Chim,fivextwenty,1,1,1,1
CHIME,fivextwenty,1,1,1,1
ChIn,TheT,1,1,1,1
ChIn,Revi,1,1,1,1
ChIn,TheM,1,1,1,1
ChJP,LYST,1,1,1,1
ChMe,BeTr,1,1,1,1
Chri,Titl,1,1,1,1
Chris,fivextwenty,1,1,1,2
ChrisBec,Froz,5,1,7,21
ChrisBra,BornTo,1,1,1,1
ChrisBro,Unde,1,1,1,1
ChrisBro,Unap,1,3,1,1
ChrisCas,Rand,1,1,1,2
ChrisGod,The2,1,1,1,1
ChrisIv,Loud,1,1,1,1
ChrisJ,fivextwenty,1,1,3,3
ChrisJa,BE,1,1,1,1
ChrisM,Ahea,5,2,7,10
ChrisM,Mylo,5,2,7,14
ChrisM,Ghos,7,2,7,9
ChrisS,NosixC,1,3,1,1
ChristianL,Ramm,5,2,7,11
Christo,Ramm,5,2,7,11
ChuckB,Abbe,1,1,1,1
ChuckyT,Talk,1,1,1,1
Cirk,Talk,1,1,1,2
Cirk,Take,1,1,1,1
Cirk,Pris,3,1,5,7
Clar,Futu,3,1,3,4
Clar,Purp,1,1,1,1
Clau,DooW,1,1,1,1
Clay,19by,1,1,1,1
Clev,Chan,1,3,1,1
Clin,BornTh,1,1,1,1
ClintBa,TheM,1,1,1,1
ClSm,ToIA,1,1,1,1
Clyd,MAPOsev,1,1,1,1
CoMa,LYSA,1,1,1,1
Cool,ThaC,1,1,1,2
Core,Loud,1,1,1,1
Cory,ThaC,1,3,1,1
Cosm,BE,1,1,1,1
Cour,Chan,1,1,1,1
CoyP,TheM,1,1,1,1
Crai,View,1,1,1,1
Craz,TheM,1,1,1,1
Crys,Loud,1,1,1,1
Curt,View,1,1,1,1
CVRE,Chan,1,1,1,1
CyCo,Fift,1,1,1,1
Cyri,TheM,1,1,1,1
DaBa,Holl,1,3,1,1
DaBr,Huma,1,1,1,1
DaBy,Revi,1,1,1,1
DaGu,Revi,1,1,1,1
DaHa,SoEx,1,1,1,1
DaHe,Afte,3,1,5,6
DaHe,Fift,1,1,1,1
DaHe,Beau,3,1,5,6
Dami,DooW,1,3,1,1
DamonT,Beli,1,1,1,1
DamonY,View,1,1,1,1
Dang,25,1,1,1,1
DanHe,BornTo,1,1,1,1
DaniaMaBi,TheM,1,1,1,1
DanielB,Made,1,1,1,1
DanielC,MAPOsev,1,1,1,1
DanielD,View,1,1,1,1
DanielD,Chan,1,1,1,1
DanielPl,Nigh,5,2,7,9
dank,MAPOsev,1,1,1,1
DanKa,Beli,1,1,1,1
Dann,Beau,3,1,3,4
Dann,Lemo,1,1,1,1
DannyE,Fift,1,1,1,2
DannyJo,Take,1,1,1,1
DannyJo,Midn,1,1,1,1
DannyW,Beli,1,1,1,1
DanRe,Nigh,7,2,7,11
DanWi,21by,3,1,3,3
DanWi,Redb,1,1,1,1
DanWi,TheT,1,1,1,1
DaPe,ToIA,1,1,1,1
DaPr,Huma,1,1,1,2
DarrenB,Beli,1,1,1,1
DarrenR,View,1,1,1,1
DarylBr,Rand,1,1,1,1
DaTo,DAMN,1,1,1,1
Dave,NosixC,1,3,1,1
DaveG,View,1,1,1,1
DaveO,Fift,1,1,1,1
DaveR,Titl,1,1,1,1
DavidB,Futu,1,1,1,1
DavidBo,Blac,7,2,5,7
DavidBo,Bohe,1,3,1,1
DavidBo,Guar,1,1,1,1
DavidBr,TheM,1,1,1,1
DavidC,View,1,1,1,1
DavidFo,Merr,1,1,1,1
DavidGi,TheE,5,2,7,15
DavidGu,Unap,1,3,1,2
DavidGu,ArtP,1,1,1,1
DavidH,View,1,1,1,1
DavidS,BE,1,1,1,1
DavidSc,TheT,1,1,1,1
DavidSn,BornTo,1,1,1,1
DaWa,DAMN,1,1,1,1
Daxz,View,1,1,1,1
DDre,Revi,1,1,1,1
DDRo,DAMN,1,1,1,1
DDTT,ToIA,1,1,1,1
Dean,Lemo,1,1,1,1
Deke,Beli,1,1,1,1
DemJ,Talk,1,1,1,1
dEnA,Revi,1,1,1,2
Denn,Beli,1,1,1,1
DennisLu,Guar,1,1,1,1
Denz,Futu,1,1,1,1
Derr,Chan,1,1,3,3
Deta,ThaC,1,1,1,1
Deta,Beyo,1,1,1,2
Devi,View,1,1,1,1
Devo,Fift,1,1,1,1
Dian,Lemo,3,1,3,3
Diane,ASta,1,1,1,1
Dick,Merr,1,1,1,1
Didd,View,1,1,1,1
DiGe,View,1,1,1,1
Digi,Chan,1,1,1,1
Dino,ArtP,3,1,5,7
Dipl,Beli,1,1,1,1
Dipl,Purp,1,1,1,1
Dipl,Lemo,1,1,1,2
DJBu,Kami,1,1,1,1
DJDa,DAMN,3,1,5,6
DJDa,Holl,1,1,1,1
DJDa,View,1,1,1,1
DJFa,Rand,1,1,1,1
DJKh,TheT,1,1,1,1
DJKh,Revi,1,1,1,1
DJKh,TheM,1,1,1,1
DJKha,Beau,1,1,1,1
DJKha,Lemo,1,1,1,1
DJLo,x,1,1,1,1
DJMa,View,1,1,1,1
DJPa,View,1,1,1,1
DJSn,BornTh,1,1,1,1
DJSn,ArtP,3,1,3,3
DJSw,LYSA,1,1,3,4
DJSw,LYST,1,1,1,2
DJSw,MAPO,1,1,1,1
DJSw,MAPOsev,1,1,1,2
DJWh,BornTh,3,1,5,7
DJWh,ArtP,5,1,7,11
DJWh,ASta,3,1,5,6
DMC,DAMN,1,1,1,1
DMC,Revi,1,1,1,1
DMcK,divi,1,1,1,1
DocP,Lemo,1,1,1,1
DOCS,LYSA,1,1,1,1
DOCS,LYST,1,1,1,1
Domi,ToIA,1,1,1,1
Domi,Chan,2,1,3,4
Domi,Purp,1,1,1,1
Dona,View,1,1,1,1
DORi,Revi,1,1,1,1
DougEF,TheM,1,1,1,1
DougiePo,Take,1,1,1,1
DougiePo,Midn,1,1,1,1
Dove,Revi,1,1,1,1
Dr.Lu,Talk,1,1,1,2
Dr.Lu,Take,1,1,1,1
Dr.Lu,Pris,3,1,5,7
Drak,Loud,1,3,1,1
Drak,ThaC,1,3,1,2
Drak,Beli,1,3,1,1
Drak,Beyo,1,3,1,1
Drak,View,5,2,7,19
Dre,ThaC,1,1,1,2
DreM,Beyo,1,1,1,2
DreM,Afte,1,1,1,1
DreS,View,1,1,1,1
DuaL,Futu,5,2,7,11
DVLP,ThaC,1,1,1,1
DVLP,TheM,1,1,1,1
DwSi,Kami,1,1,1,1
Dyce,fivextwenty,1,1,3,3
DYSO,LYSA,1,1,1,1
DYSO,MAPO,1,1,1,1
EaMu,divi,1,1,1,1
EaSh,DAMN,1,1,1,1
Eben,Purp,1,1,1,1
Eddi,ThaC,1,1,1,1
Eddie,Blue,1,1,1,1
EdDr,Midn,1,1,3,3
EdDr,Four,1,1,1,1
EdDr,Made,3,1,3,4
Edga,View,1,1,1,1
Edit,ASta,1,1,1,1
EdSh,Redb,1,3,1,1
EdSh,Take,1,1,1,2
EdSh,divi,7,2,7,12
EdSh,repu,1,3,1,1
EdSh,Revi,1,1,1,1
EdSh,x,7,2,7,12
EdSh,Four,1,1,1,2
EdSh,MAPO,1,1,1,1
EdSh,MAPOsev,1,1,1,1
EdSh,NosixC,5,2,7,15
EdSh,x,7,2,7,12
EdSh,Purp,1,1,1,1
EdSh,Beau,1,3,1,1
EgWh,21by,1,1,1,1
EgWh,19by,3,1,3,3
EgWh,InTh,3,1,1,2
EgWh,InTh,2,2,1,1
ELCA,BE,1,1,1,1
ELCA,MAPOsev,1,1,1,2
Elij,Unap,1,1,1,1
Ella,NosixC,1,3,1,1
Elle,MAPOsev,1,1,1,1
Ellie,Christ,1,1,1,1
Ellis,MAPOsev,1,1,1,1
Elof,Unap,1,1,1,1
Eloh,MAPOsev,1,1,1,1
Elto,Afte,1,1,1,1
Eltv,fivextwenty,1,1,3,4
ElvinBi,Guar,1,1,1,1
ElvinSm,InTh,1,1,1,1
ElvinSm,InTh,1,1,1,1
EmeliSa,Pris,1,1,1,1
EmHa,ToIA,1,1,1,1
EmHa,Revi,1,1,1,2
EmHa,KMag,1,1,1,1
EmHa,BornTo,1,1,1,1
EmHa,TheT,1,1,1,1
EmHa,TheM,1,1,1,2
EmHa,Unor,3,1,1,2
EmHa,Holl,1,1,1,1
EmHa,Fift,1,1,1,1
EmHa,Lemo,1,1,1,1
Emil,MAPO,1,1,1,1
Emil,MAPOsev,1,1,1,1
Emily,Futu,1,1,1,1
Emin,Loud,1,3,1,1
Emin,TheT,1,3,1,1
Emin,Unap,1,3,1,1
Emin,Kami,7,2,7,13
Emin,BeTr,1,3,1,1
Emin,Revi,7,2,7,19
Emin,TheM,7,1,7,16
Emin,NosixC,1,3,1,1
ErAl,Revi,1,1,1,1
ErAl,TheT,1,1,1,1
ErAl,TheM,1,1,1,1
ErBo,Kami,1,1,1,1
Erez,ArtP,1,1,1,1
EricBe,Beli,1,1,1,2
EricCa,Guar,1,1,1,1
EricDa,Beli,1,1,1,1
EricSt,Guar,1,1,1,1
EricWo,ThaC,1,1,1,1
ErikRe,ThaC,1,1,1,1
ErMc,Revi,1,1,1,1
Erne,Talk,1,1,1,1
Erro,View,1,1,1,1
ErSe,Revi,1,1,1,1
Eske,Unap,1,1,1,1
Este,Loud,3,1,3,4
Este,Talk,5,1,5,7
Este,Unap,1,1,1,1
Etta,MAPOsev,1,1,1,1
Euge,Fift,1,1,1,1
Ewar,Blue,1,1,1,1
Ezra,Lemo,1,1,1,1
Fait,View,1,1,1,1
Fall,MAPOsev,1,1,1,1
Fars,Holl,1,1,1,1
Fath,Holl,1,1,1,1
Fath,Lemo,1,1,1,1
Feli,Christ,1,1,1,1
Feli,Merr,1,1,1,1
Fern,BornTh,3,1,5,8
fiftyCe,NosixC,1,3,1,1
FINN,WHEN,5,1,7,14
Fion,Take,1,1,1,1
Flip,Unap,1,1,1,1
Fluk,View,1,1,1,1
Fonc,Beli,1,1,1,1
Fonc,Guar,1,1,1,1
FoVa,divi,1,1,1,2
FoVa,Huma,1,1,1,1
FoVa,x,1,1,1,2
FoVa,x,1,1,1,2
FrankD,Afte,1,1,1,1
FrankD,Holl,3,1,5,6
Franc,Futu,1,1,1,1
Franco,ThaC,1,1,1,1
FrankD,Love,1,1,3,3
FrankD,View,1,1,1,1
FrankL,Merr,1,1,1,1
FrankOc,Beyo,1,3,1,1
FrankR,NosixC,1,1,1,1
FrankT,Lemo,1,1,1,1
FranzS,Christ,1,1,1,1
FranzX,Christ,1,1,1,1
FranzX,Unde,1,1,1,1
FranzX,Merr,1,1,1,1
Fras,21by,1,1,1,1
Fras,InTh,1,1,1,1
Fras,InTh,1,1,1,1
FrCo,Huma,1,1,1,1
Fred,MAPO,1,1,1,1
Fred,MAPOsev,1,1,1,1
Fred,NosixC,5,1,7,10
FredB,Kami,1,1,1,1
FredB,Than,1,1,1,1
Fredd,Bohe,3,2,7,11
FreddiePe,Beli,1,1,1,1
FreddiePe,Guar,1,1,1,1
FredJ,View,1,1,1,1
Fredr,fivextwenty,1,1,1,1
Fredri,fivextwenty,1,1,1,1
Freq,Revi,1,1,1,1
Freq,TheM,1,1,1,1
FrFa,repu,1,1,1,1
Frod,Froz,1,1,1,1
FrWa,Kami,1,1,1,1
FrWr,Revi,1,1,1,1
Fumi,fivextwenty,1,1,1,1
Fura,fivextwenty,1,1,1,1
FuT,fivextwenty,1,1,1,1
Future,View,1,3,1,2
Future,Unap,1,3,1,1
Future,repu,1,3,1,1
Future,Holl,1,3,1,1
GaDe,Revi,1,1,1,1
Gare,Talk,1,1,1,1
Garl,The2,1,1,1,1
GarthPo,Rand,1,1,1,1
Garu,View,1,1,1,1
GaryLi,x,1,1,1,1
GaryLi,Redb,1,3,1,1
GaryLi,Midn,1,1,1,1
GaryLi,x,3,1,5,7
GeBr,ToIA,1,1,1,1
Geof,Talk,1,1,1,1
Geol,Lemo,1,1,1,1
Geor,Abbe,1,2,1,2
GeorgeNo,Unde,1,1,1,1
GeorgePo,TheM,1,1,1,1
GeorgH,Mylo,1,1,1,1
Gera,Fift,1,1,1,1
GeRe,ToIA,1,1,1,1
GeSa,Revi,1,1,1,1
GeWi,DAMN,1,1,1,1
GHST,BE,1,1,1,1
GHST,MAPOsev,1,1,1,1
GianPi,TheM,1,1,1,1
Gigi,fivextwenty,1,1,1,1
GiorgioMo,Rand,1,3,1,1
GiorgioTu,Unap,1,1,1,2
GiorgioTu,ArtP,1,1,1,1
GIRL,MAPOsev,1,1,1,1
Glad,Purp,1,1,1,1
GNBo,DAMN,1,1,1,1
Goro,fivextwenty,1,1,1,1
Grae,Beli,1,1,1,1
Grah,Loud,1,1,1,1
GrahamGo,Guar,1,1,1,1
Gran,NosixC,1,1,1,1
GregKu,25,3,1,3,3
GregKu,Fine,1,1,1,1
GregKu,Pris,1,1,1,2
GregKu,TheT,3,1,3,4
GregKu,BeTr,1,1,1,2
GregKu,DAMN,1,1,1,1
GregM,NosixC,1,1,1,1
GregWe,Pris,1,1,1,2
GregWe,21by,1,1,1,1
Gust,MAPOsev,1,1,1,1
GuyB,Ahea,5,2,7,10
GuyB,Mylo,5,2,7,14
GuyB,Ghos,7,2,7,9
GuyMa,Rand,7,2,7,14
GwenGo,ToBe,1,1,1,1
HalD,Lemo,1,1,1,1
Hals,Holl,1,3,1,1
Hals,MAPO,1,3,1,1
Hals,MAPOsev,1,3,1,1
Happ,Holl,1,1,1,1
Happ,Than,3,1,3,3
Harr,Made,3,2,3,5
HarryRu,ToBe,1,1,1,1
HarrySi,Unde,1,1,1,1
HarrySt,Fine,5,2,7,12
HarrySt,UpAl,3,2,3,3
HarrySt,Take,1,2,1,2
HarrySt,HaSt,7,2,7,10
HarrySt,Midn,3,2,3,4
HarrySt,Four,3,2,1,4
HARV,Unde,1,1,1,1
HARV,Chan,2,1,3,4
Have,Christ,1,1,1,1
Have,Unde,1,1,1,1
Have,Merr,1,1,1,1
HaWi,Kami,1,1,1,1
Haze,Beyo,1,1,1,1
HenryO,Unde,1,1,1,1
HER,NosixC,1,3,1,1
Herb,Beli,1,1,1,1
Herv,Mpcl,3,1,3,3
HIKA,fivextwenty,1,1,1,1
Hild,MAPOsev,1,1,1,1
Hill,ASta,1,1,1,2
Hiro,fivextwenty,1,1,1,2
HisN,LYSA,1,1,3,3
HisN,LYST,1,1,1,1
HisN,BE,3,1,1,2
HisN,MAPO,1,1,1,1
HisN,MAPOsev,3,1,3,4
HitB,Talk,1,1,1,1
HitB,Beli,1,1,1,1
HitB,Beyo,1,1,1,1
Hitmaka,ThaC,1,1,1,1
hitman,MAPO,3,1,1,2
hitman,MAPOsev,1,1,3,3
hitman,LYSA,3,1,7,15
hitman,LYST,3,1,3,4
HoSt,KMag,1,1,1,1
Howl,Blue,1,1,1,1
hs,fivextwenty,1,1,1,1
HSuz,fivextwenty,1,1,1,1
Hugh,Christ,1,1,1,1
Hugh,Merr,1,1,1,1
Humb,Christ,1,1,1,1
Hund,fivextwenty,1,1,5,5
HYDR,fivextwenty,1,1,3,3
HYPE,fivextwenty,1,1,1,1
IanF,Made,1,1,1,1
IanK,Futu,1,1,1,1
IanK,Purp,1,1,1,1
Icec,MAPOsev,1,1,1,1
IDaP,Kami,3,1,3,4
IDaP,Revi,1,1,1,1
iiSA,fivextwenty,1,1,3,3
Illa,Afte,3,1,5,7
Illa,Beau,3,1,5,6
Ilse,Fine,1,1,1,1
Ilse,Lemo,1,1,1,1
ILYA,Than,3,1,3,4
ILYA,Fift,1,1,1,1
Imog,1989,1,1,1,1
Imog,1989,1,1,1,1
Infa,ThaC,1,1,1,1
Ingr,Lemo,1,1,1,1
InWr,Huma,1,1,1,1
IrvingB,Apen,7,1,5,1
IrvingB,Christ,1,1,1,1
IrvingB,Merr,1,1,1,1
IrvingW,Futu,1,1,1,1
Ishu,fivextwenty,1,1,1,1
Ivan,BE,1,1,1,1
J.Fre,Christ,1,1,1,1
J.Fre,Unde,1,1,1,1
J.Fre,Merr,1,1,1,1
JaAn,repu,3,1,5,6
JaAn,BeTr,1,1,1,2
JaAn,1989,1,1,1,2
JaAn,folk,3,1,3,4
JaAn,Love,3,1,5,8
JaAn,1989,1,1,1,2
JaBo,DAMN,1,1,1,1
Jacknife,Redb,1,1,1,1
Jacknife,Midn,1,1,1,1
JackW,Lemo,1,3,1,1
JacobK,Made,1,1,3,3
JacobL,Beli,1,1,1,1
Jada,ThaC,1,3,1,1
JaFa,KMag,5,1,5,7
JaFa,Unap,1,1,1,1
JaFa,The2,7,1,7,12
