id,name,type,sex,origin,genre,language,year,tracks,second year
Fonc,Fonce Mizell,1,2,2,NA,NA,NA,NA,NA
Franc,François De Roubaix,1,2,5,NA,NA,NA,NA,NA
FrankL,Frank Loesser,1,2,2,NA,NA,NA,NA,NA
FranzS,Franz Schubert,1,2,10,NA,NA,NA,NA,NA
FranzX,Franz Xaver Gruber,1,2,4,NA,NA,NA,NA,NA
Fras,Fraser T. Smith,1,2,1,NA,NA,NA,NA,NA
Fred,Freddie Perren,1,2,2,NA,NA,NA,NA,NA
Futu,Future,1,2,2,NA,NA,NA,NA,NA
Gare,Gareth McGrillen,1,2,8,NA,NA,NA,NA,NA
GaryL,Gary Lightbody,1,2,1,NA,NA,NA,NA,NA
Geof,Geoff Mack,1,2,8,NA,NA,NA,NA,NA
GeorgH,Georg Hólm,1,2,10,NA,NA,NA,NA,NA
GeorgeNo,George Nozuka,1,2,2,NA,NA,NA,NA,NA
Gior,Giorgio Tuinfort,1,2,10,NA,NA,NA,NA,NA
Grae,Graeme Hogg,1,2,1,NA,NA,NA,NA,NA
Grah,Graham Edwards,1,2,1,NA,NA,NA,NA,NA
GregKu,Greg Kurstin,1,2,2,NA,NA,NA,NA,NA
GregWe,Greg Wells,1,2,7,NA,NA,NA,NA,NA
GuyB,Guy Berryman,2,2,1,NA,NA,NA,NA,NA
HarrySi,Harry Simeone,1,2,2,NA,NA,NA,NA,NA
HarrySt,Harry Styles,1,2,1,NA,NA,NA,NA,NA
HARV,HARV,1,2,2,NA,NA,NA,NA,NA
Have,Haven Gillespie,1,2,2,NA,NA,NA,NA,NA
HenryO,Henry Onorati,1,2,NA,NA,NA,NA,NA,NA
Herb,Herb Rooney J,1,2,2,NA,NA,NA,NA,NA
HitB,Hit-Boy,1,2,2,NA,NA,NA,NA,NA
Hitm,Hitmaka,1,2,2,NA,NA,NA,NA,NA
Hugh,Hugh Martin,1,2,2,NA,NA,NA,NA,NA
Humb,Humberto Gatica,1,2,10,NA,NA,NA,NA,NA
Infa,Infamous,1,2,2,NA,NA,NA,NA,NA
Irvi,Irving Berlin,1,2,10,NA,NA,NA,NA,NA
JBo,J-Bo,1,2,2,NA,NA,NA,NA,NA
J.Fre,J. Fred Coots,1,2,2,NA,NA,NA,NA,NA
Jack,Jackniff Lee,1,2,10,NA,NA,NA,NA,NA
Jaco,Jacob Luttrell,1,2,NA,NA,NA,NA,NA,NA
Jada,Jadakiss,1,2,2,NA,NA,NA,NA,NA
JamesBa,James Bauer-Mein,1,2,1,NA,NA,NA,NA,NA
JamesFa,James Fauntleroy,1,2,2,NA,NA,NA,NA,NA
JamesLo,James Lord Pierpont,1,2,2,NA,NA,NA,NA,NA
JamieS,Jamie Scott,1,2,1,NA,NA,NA,NA,NA
Jamiex,Jamie xx,1,2,1,NA,NA,NA,NA,NA
JayLi,Jay Livingston,1,2,2,NA,NA,NA,NA,NA
JayW.J,Jay W. Johnson,1,2,2,NA,NA,NA,NA,NA
JayZ,Jay-Z,1,2,2,NA,NA,NA,NA,NA
JeffBa,Jeff Barry,1,2,2,NA,NA,NA,NA,NA
JeffBh,Jeff Bhasker,1,2,2,NA,NA,NA,NA,NA
JeffSi,Jeff Silverman,1,2,2,NA,NA,NA,NA,NA
Jepp,Jeppe Laursen,1,2,10,NA,NA,NA,NA,NA
Jere,Jeremy Ruzumna,1,2,2,NA,NA,NA,NA,NA
JHar,JHart,1,2,1,NA,NA,NA,NA,NA
JimI,Jim Irvin,1,2,1,NA,NA,NA,NA,NA
Jimm,Jimmy Joker,1,2,10,NA,NA,NA,NA,NA
Joan,Joan Javits,1,1,2,NA,NA,NA,NA,NA
JohnFr,John Freeman Young,1,2,2,NA,NA,NA,NA,NA
JohnHe,John Henry Hopkins Jr.,1,2,2,NA,NA,NA,NA,NA
JohnHi,John Hill,1,2,2,NA,NA,NA,NA,NA
JohnLe,John Legend,1,2,2,NA,NA,NA,NA,NA
JohnMe,John Meredith Wicks,1,2,2,NA,NA,NA,NA,NA
JohnRy,John Ryan,1,2,2,NA,NA,NA,NA,NA
JohnnyMa,Johnny Marks,1,2,2,NA,NA,NA,NA,NA
JohnnyMo,Johnny Moore,1,2,2,NA,NA,NA,NA,NA
JonK,Jon Keep,1,2,1,NA,NA,NA,NA,NA
JonnyBu,Jonny Buckland,2,2,1,NA,NA,NA,NA,NA
JonnyGr,Jonny Griffen,1,2,1,NA,NA,NA,NA,NA
Jóns,Jónsi,1,2,10,NA,NA,NA,NA,NA
JoseF,José Feliciano,1,2,10,NA,NA,NA,NA,NA
JosephM,Joseph Mohr,1,2,10,NA,NA,NA,NA,NA
Josh,Joshua Lopez,1,2,NA,NA,NA,NA,NA,NA
Jule,Jule Styne,1,2,1,NA,NA,NA,NA,NA
Juli,Julian Bunetta,1,2,2,NA,NA,NA,NA,NA
JustinBi,Justin Bieber,1,2,7,NA,NA,NA,NA,NA
JustinPa,Justin Parker,1,2,1,NA,NA,NA,NA,NA
Knan,K'naan,1,2,10,NA,NA,NA,NA,NA
Kath,Katherine Kennicott Davis,1,1,2,NA,NA,NA,NA,NA
Kave,Kaveh Rastegar,1,2,7,NA,NA,NA,NA,NA
Keno,Ke'noe,1,2,2,NA,NA,NA,NA,NA
KellyCl,Kelly Clarkson,1,1,2,NA,NA,NA,NA,NA
KellyLu,Kelly Lumpkins,1,1,NA,NA,NA,NA,NA,NA
KevinCol,"Kevin ""Colione"" Crowe",1,2,2,NA,NA,NA,NA,NA
KevinCos,Kevin Cossom,1,2,2,NA,NA,NA,NA,NA
KevinMc,Kevin McCall,1,2,2,NA,NA,NA,NA,NA
KevinRa,Kevin Randolph,1,2,NA,NA,NA,NA,NA,NA
KimG,Kim Gannon,1,2,2,NA,NA,NA,NA,NA
Kjar,Kjartan Sveinsson,1,2,10,NA,NA,NA,NA,NA
Kool,Kool Kojak,1,2,2,NA,NA,NA,NA,NA
Kris,Kristian Lundin,1,2,9,NA,NA,NA,NA,NA
Labr,Labrinth,1,2,1,NA,NA,NA,NA,NA
Lady,Lady Gaga,1,1,2,NA,NA,NA,NA,NA
LaMa,LaMar Seymour,1,NA,NA,NA,NA,NA,NA,NA
Lana,Lana Del Rey,1,1,2,NA,NA,NA,NA,NA
LaNe,LaNelle Seymour,1,NA,NA,NA,NA,NA,NA,NA
LaurenC,Lauren Christy,1,1,1,NA,NA,NA,NA,NA
Laurence,Laurence Tolhurst,1,2,1,NA,NA,NA,NA,NA
Leig,Leigh Harline,1,2,2,NA,NA,NA,NA,NA
LeonM,Leon Michels,1,2,2,NA,NA,NA,NA,NA
LiamP,Liam Payne,1,2,1,NA,NA,NA,NA,NA
LilW,Lil Wayne,1,2,2,NA,NA,NA,NA,NA
Lily,Lily Allen,1,1,1,NA,NA,NA,NA,NA
Lind,Lindy Robbins,1,1,2,NA,NA,NA,NA,NA
Livv,Livvi Franc,1,1,1,NA,NA,NA,NA,NA
LizRod,Liz Rodrigues,1,1,7,NA,NA,NA,NA,NA
LizRos,Liz Rose,1,1,2,NA,NA,NA,NA,NA
Lord,Lord Burgess,1,2,2,NA,NA,NA,NA,NA
LosD,Los Da Mystro,1,2,2,NA,NA,NA,NA,NA
LouB,Lou Baxter,1,2,2,NA,NA,NA,NA,NA
Loud,Loud by Rihanna,2,NA,NA,1,1,2011,11,NA
LouisT,Louis Tomlinson,1,2,1,NA,NA,NA,NA,NA
LP,LP,1,1,2,NA,NA,NA,NA,NA
Luda,Ludacris,1,2,2,NA,NA,NA,NA,NA
Mack,Mack Maine,1,2,2,NA,NA,NA,NA,NA
Maej,Maejor,1,2,2,NA,NA,NA,NA,NA
Marcos,Marcos Palacios,1,2,2,NA,NA,NA,NA,NA
MarcusMa,"Marcus ""Max"" Boyd",1,2,2,NA,NA,NA,NA,NA
MarcusMu,Marcus Mumford,1,2,2,NA,NA,NA,NA,NA
MariahC,Mariah Carey,1,1,2,NA,NA,NA,NA,NA
Matt,Matt Squire,1,2,2,NA,NA,NA,NA,NA
MaxM,Max Martin,1,2,9,NA,NA,NA,NA,NA
Mayn,Mayne Zane,1,2,2,NA,NA,NA,NA,NA
MdL,MdL,1,2,2,NA,NA,NA,NA,NA
MelT,Mel Tormé,1,2,2,NA,NA,NA,NA,NA
Mela,Melanie Joy Fontana,1,2,2,NA,NA,NA,NA,NA
Melv,Melvin Hough,1,2,NA,NA,NA,NA,NA,NA
Mere,Meredith Willson,1,2,2,NA,NA,NA,NA,NA
Merr,"Merry Christmas, Baby by Rod Stewart",2,NA,NA,13,1,2012,13,NA
MichaelBu,Michael Bublé,1,2,7,NA,NA,NA,NA,NA
MichaelJa,Michael Jackson,1,2,2,NA,NA,NA,NA,NA
MikeCar,Mike Caren,1,2,2,NA,NA,NA,NA,NA
MikeDal,Mike Daly,1,2,2,NA,NA,NA,NA,NA
MikeJon,Mike Jones,1,2,2,NA,NA,NA,NA,NA
MikePos,Mike Posner,1,2,2,NA,NA,NA,NA,NA
MikeWiL,Mike WiLL Made-It,1,2,2,NA,NA,NA,NA,NA
Mikke,Mikkel Storleer Eriksen,1,2,10,NA,NA,NA,NA,NA
Mikky,Mikky Ekko,1,2,2,NA,NA,NA,NA,NA
Mitchum,Mitchum Chin,1,2,10,NA,NA,NA,NA,NA
Mylo,Mylo Xyloto by Coldplay,2,NA,NA,4,1,2011,14,NA
Nas,Nas,1,2,2,NA,NA,NA,NA,NA
Nasr,Nasri,1,2,7,NA,NA,NA,NA,NA
NateR,Nate Ruess,1,2,2,NA,NA,NA,NA,NA
NathanC,Nathan Cassells,1,2,1,NA,NA,NA,NA,NA
NeYo,Ne-Yo,1,2,2,NA,NA,NA,NA,NA
NedW,Ned Washington,1,2,2,NA,NA,NA,NA,NA
Need,Needlz,1,2,2,NA,NA,NA,NA,NA
Nial,Niall Horan,1,2,1,NA,NA,NA,NA,NA
NickMo,Nick Movshon,1,2,2,NA,NA,NA,NA,NA
NickTu,Nick Turpin,1,2,NA,NA,NA,NA,NA,NA
NickiM,Nicki Minaj,1,1,10,NA,NA,NA,NA,NA
NickyR,Nicky Romero,1,2,10,NA,NA,NA,NA,NA
Nius,Nius,1,2,5,NA,NA,NA,NA,NA
NoI.D.,No I.D.,1,2,2,NA,NA,NA,NA,NA
OAK,OAK,1,2,10,NA,NA,NA,NA,NA
Oliv,Oliver Sim,1,2,1,NA,NA,NA,NA,NA
ONHE,ONHEL,1,2,2,NA,NA,NA,NA,NA
Orri,Orri Páll Dýrason,1,2,10,NA,NA,NA,NA,NA
Orvi,Orville Mcwhinney,1,2,NA,NA,NA,NA,NA,NA
Pink,P!nk,1,1,2,NA,NA,NA,NA,NA
P.Did,P. Diddy,1,2,2,NA,NA,NA,NA,NA
Park,Parker Ighile,1,2,1,NA,NA,NA,NA,NA
PatrickJQ,"Patrick ""J. Que"" Smith",1,2,2,NA,NA,NA,NA,NA
PatrickPe,Patrick Pentland,1,2,1,NA,NA,NA,NA,NA
PatrickSt,Patrick Stump,1,2,2,NA,NA,NA,NA,NA
PaulEp,Paul Epworth,1,2,1,NA,NA,NA,NA,NA
PaulMe,Paul Meehan,1,2,1,NA,NA,NA,NA,NA
Penn,Penny Foster,1,1,1,NA,NA,NA,NA,NA
PeterAl,Peter Allen,1,2,8,NA,NA,NA,NA,NA
PeterSv,Peter Svensson,1,2,9,NA,NA,NA,NA,NA
PeterWa,Peter Wallevik,1,2,10,NA,NA,NA,NA,NA
PhilSp,Phil Spector,1,2,2,NA,NA,NA,NA,NA
PhilLa,Philip Lawrence,1,2,2,NA,NA,NA,NA,NA
PhilipS,Philip Springer,1,2,2,NA,NA,NA,NA,NA
Polo,Polow da Don,1,2,2,NA,NA,NA,NA,NA
PopW,Pop Wansel,1,2,2,NA,NA,NA,NA,NA
Porc,Porcelain Black,1,1,2,NA,NA,NA,NA,NA
Porl,Porl Thompson,1,2,1,NA,NA,NA,NA,NA
Pris,Priscilla Renea,1,1,2,NA,NA,NA,NA,NA
RalphB,Ralph Blane,1,2,2,NA,NA,NA,NA,NA
Rami,Rami,1,2,9,NA,NA,NA,NA,NA
RayE,Ray Evans,1,2,2,NA,NA,NA,NA,NA
Redb,Red by Taylor Swift,2,NA,NA,8,1,2012,16,NA
RedO,RedOne,1,2,10,NA,NA,NA,NA,NA
RichardB,Richard B. Smith,1,2,2,NA,NA,NA,NA,NA
RickCu,Rick Cunningham,1,NA,NA,NA,NA,NA,NA,NA
RickNo,Rick Nowels,1,2,2,NA,NA,NA,NA,NA
RickRo,Rick Ross,1,2,2,NA,NA,NA,NA,NA
Riha,Rihanna,1,1,10,NA,NA,NA,NA,NA
Rive,Rivelino,1,NA,NA,NA,NA,NA,NA,NA
RobHo,Rob Holladay,1,2,2,NA,NA,NA,NA,NA
RobSw,Rob Swire,1,2,8,NA,NA,NA,NA,NA
RobertBu,Robert Burns,1,2,1,NA,NA,NA,NA,NA
RobertSm,Robert Smith,1,2,1,NA,NA,NA,NA,NA
RobertWe,Robert Wells,1,2,2,NA,NA,NA,NA,NA
RodS,Rod Stewart,1,2,1,NA,NA,NA,NA,NA
Rodn,Rodney Jerkins,1,2,2,NA,NA,NA,NA,NA
Roge,Roger O'Donell,1,2,1,NA,NA,NA,NA,NA
Romy,Romy,1,1,1,NA,NA,NA,NA,NA
Ross,Ross Golan,1,2,2,NA,NA,NA,NA,NA
RyanT,Ryan Tedder,1,2,2,NA,NA,NA,NA,NA
Sach,Sacha Skarbek,1,2,1,NA,NA,NA,NA,NA
Sain,Saint Cassius,1,2,2,NA,NA,NA,NA,NA
SAKP,SAK PASE,1,2,2,NA,NA,NA,NA,NA
SamDe,Sam Dew,1,2,2,NA,NA,NA,NA,NA
SamHo,Sam Hollander,1,2,2,NA,NA,NA,NA,NA
SammyC,Sammy Cahn,1,2,2,NA,NA,NA,NA,NA
Sand,Sandy Vee,1,2,5,NA,NA,NA,NA,NA
Sava,Savan Kotecha,1,2,2,NA,NA,NA,NA,NA
Scot,Scott Spock,1,2,2,NA,NA,NA,NA,NA
Shel,Shellback,1,2,9,NA,NA,NA,NA,NA
Shep,Shep Solomon,1,2,2,NA,NA,NA,NA,NA
Shon,Shontelle,1,1,10,NA,NA,NA,NA,NA
Shyn,Shyne,1,2,10,NA,NA,NA,NA,NA
Sia,Sia,1,1,8,NA,NA,NA,NA,NA
SimonGa,Simon Gallup,1,2,1,NA,NA,NA,NA,NA
SirN,Sir Nolan,1,2,2,NA,NA,NA,NA,NA
Skyl,Skylar Grey,1,1,2,NA,NA,NA,NA,NA
Sniz,Snizzy,1,NA,NA,NA,NA,NA,NA,NA
SoFL,SoFLY,1,2,5,NA,NA,NA,NA,NA
Soun,Soundz,1,2,2,NA,NA,NA,NA,NA
Stac,Stacy Barthe,1,1,2,NA,NA,NA,NA,NA
StephenHa,Stephen Hacker,1,2,NA,NA,NA,NA,NA,NA
SteveDa,Steve Daly,1,2,1,NA,NA,NA,NA,NA
SteveMa,Steve Mac,1,2,1,NA,NA,NA,NA,NA
SteveNe,Steve Nelson,1,2,2,NA,NA,NA,NA,NA
SteveRo,Steve Robson,1,2,1,NA,NA,NA,NA,NA
SteveWy,Steve Wyreman,1,2,NA,NA,NA,NA,NA,NA
Supa,Supa Dups,1,2,10,NA,NA,NA,NA,NA
TMin,T-Minus,1,2,7,NA,NA,NA,NA,NA
TPai,T-Pain,1,2,2,NA,NA,NA,NA,NA
Take,Take Me Home by One Direction,2,NA,NA,1,1,2012,13,NA
Talk,Talk That Talk by Rihanna,2,NA,NA,1,1,2011,11,NA
Tayl,Taylor Swift,1,1,2,NA,NA,NA,NA,NA
Tebe,Tebey,1,2,7,NA,NA,NA,NA,NA
Tech,Tech N9ne,1,2,2,NA,NA,NA,NA,NA
TedD,Ted Dwane,1,2,1,NA,NA,NA,NA,NA
Tedd,Teddy Sky,1,2,10,NA,NA,NA,NA,NA
ThaC,Tha Carter IV by Lil Wayne,2,NA,NA,2,1,2011,15,NA
TheAl,The Alchemist,1,2,2,NA,NA,NA,NA,NA
TheNo,The Notorious B.I.G,1,2,2,NA,NA,NA,NA,NA
TheT,The Truth About Love by P!nk,2,NA,NA,1,1,2012,13,NA
TheDr,The-Dream,1,2,2,NA,NA,NA,NA,NA
Ther,Theron Thomas,1,2,2,NA,NA,NA,NA,NA
TimLa,Tim Larcombe,1,2,1,NA,NA,NA,NA,NA
TimMi,Tim Miner,1,2,2,NA,NA,NA,NA,NA
TimothyT,Timothy Thomas,1,2,2,NA,NA,NA,NA,NA
TobyG,Toby Gad,1,2,3,NA,NA,NA,NA,NA
TomFl,Tom Fletcher,1,2,1,NA,NA,NA,NA,NA
TomMe,Tom Meredith,1,2,NA,NA,NA,NA,NA,NA
TommyLe,Tommy Lee James,1,2,2,NA,NA,NA,NA,NA
TommyP.G,Tommy P. Gregersen,1,2,NA,NA,NA,NA,NA,NA
TommyPa,Tommy Parker,1,2,2,NA,NA,NA,NA,NA
Tony,Tony Springer,1,2,10,NA,NA,NA,NA,NA
TorE,Tor Erik Hermansen,1,2,10,NA,NA,NA,NA,NA
Trac,Traci Hale,1,1,2,NA,NA,NA,NA,NA
Trav,Travis Sayles,1,2,NA,NA,NA,NA,NA,NA
Tric,Tricky Stewart,1,2,2,NA,NA,NA,NA,NA
Unap,Unapologetic by Rihanna,2,NA,NA,1,1,2012,14,NA
Unde,Under the Mistletoe by Justin Bieber,2,NA,NA,13,1,2011,11,NA
UpAl,Up All Night by One Direction,2,NA,NA,1,1,2012,13,NA
Ursu,Ursula Yancy,1,2,2,NA,NA,NA,NA,NA
WalterAf,Walter Afanasieff,1,2,10,NA,NA,NA,NA,NA
WalterKe,Walter Kent,1,2,2,NA,NA,NA,NA,NA
WalterRo,Walter Rollins,1,2,2,NA,NA,NA,NA,NA
Wayn,Wayne Hector,1,2,1,NA,NA,NA,NA,NA
WillCh,Will Champion,2,2,1,NA,NA,NA,NA,NA
WilliamAt,William Attaway,1,2,2,NA,NA,NA,NA,NA
WillyWi,Willy Will,1,2,2,NA,NA,NA,NA,NA
Wins,Winston Marshall,1,2,1,NA,NA,NA,NA,NA
Youn,Young Fyre,1,2,2,NA,NA,NA,NA,NA
Yung,Yung Ladd,1,2,2,NA,NA,NA,NA,NA
ZAYN,ZAYN,1,2,1,NA,NA,NA,NA,NA
Zedd,Zedd,1,2,10,NA,NA,NA,NA,NA
