id,name,type,sex,origin,genre,language,year,tracks,second year
AlMa,Alan Merrill,1,2,2,NA,NA,NA,NA,NA
AlPa,Ali Payami,1,2,10,NA,NA,NA,NA,NA
AlSa,Alex Salibian,1,2,2,NA,NA,NA,NA,NA
AlSo,Alex Sowinski,1,2,7,NA,NA,NA,NA,NA
AlTa,Ali Tamposi,1,1,2,NA,NA,NA,NA,NA
Amad,Amadeus,1,2,2,NA,NA,NA,NA,NA
AMcB,Amanda McBroom,1,1,2,NA,NA,NA,NA,NA
Amir,Amir Amor,1,2,1,NA,NA,NA,NA,NA
Amit,Amit Duvdevani,1,2,10,NA,NA,NA,NA,NA
AmMa,Ammar Malik,1,2,2,NA,NA,NA,NA,NA
Ammo,Ammo,1,2,2,NA,NA,NA,NA,NA
AmyA,Amy Allen,1,1,2,NA,NA,NA,NA,NA
AmyFo,Amy Foster-Gillies,1,1,7,NA,NA,NA,NA,NA
AmyWa,Amy Wadge,1,1,1,NA,NA,NA,NA,NA
AnAr,Antonina Armato,1,1,2,NA,NA,NA,NA,NA
AnBr,Andre Brown,1,2,2,NA,NA,NA,NA,NA
Ande,Anders Dannvik,1,2,9,NA,NA,NA,NA,NA
Ander,Anders Wikström,1,2,9,NA,NA,NA,NA,NA
Andr,Andreas Johansson,1,2,9,NA,NA,NA,NA,NA
Andre3,André 3000,1,2,2,NA,NA,NA,NA,NA
AndreL,Andre Lindal,1,2,10,NA,NA,NA,NA,NA
AndrewCa,Andrew Canton,1,2,2,NA,NA,NA,NA,NA
AndrewF,Andrew Farriss,1,2,10,NA,NA,NA,NA,NA
AndrewHa,Andrew Harr,1,2,2,NA,NA,NA,NA,NA
AndrewTo,Andrew Tolman,1,2,2,NA,NA,NA,NA,NA
AndrewWy,Andrew Wyatt,1,2,2,NA,NA,NA,NA,NA
AngusY,Angus Young,1,2,1,NA,NA,NA,NA,NA
AnJa,Andrew Jackson,1,2,1,NA,NA,NA,NA,NA
Anju,Anjulie,1,1,7,NA,NA,NA,NA,NA
AnLo,Angel López,1,2,2,NA,NA,NA,NA,NA
AnTa,Andrew Taggart,1,2,2,NA,NA,NA,NA,NA
Anth,Anthony Rossomando,1,2,2,NA,NA,NA,NA,NA
Antho,Anthoine Walters,1,NA ,NA,NA,NA,NA,NA,NA
AnthonyB,Anthony Best,1,2,2,NA,NA,NA,NA,NA
AnthonyM,Anthony Moore,1,2,1,NA,NA,NA,NA,NA
Anto,Antonio Dixon,1,2,2,NA,NA,NA,NA,NA
AnWe,Annika Wells,1,1,2,NA,NA,NA,NA,NA
AnWi,Anna Wise,1,1,2,NA,NA,NA,NA,NA
Aoki,Steve Aoki,1,2,2,NA,NA,NA,NA,NA
Arab,Arabian Prince,1,2,2,NA,NA,NA,NA,NA
ARAS,ARASHI,1,2,10,NA,NA,NA,NA,NA
Aria,Ariana Grande,1,1,2,NA,NA,NA,NA,NA
AriLe,Ari Levine,1,2,2,NA,NA,NA,NA,NA
ArRe,Ariel Rechtshaid,1,2,2,NA,NA,NA,NA,NA
Arst,Arston,1,2,10,NA,NA,NA,NA,NA
ArtNe,Art Neville,1,2,2,NA,NA,NA,NA,NA
ArtP,Artpop by Lady Gaga,2,NA,NA,1,1,2013,15,NA
AshF,Ashton Foster,1,1,2,NA,NA,NA,NA,NA
AshleyB,Ashley Boyd,1,NA,NA,NA,NA,NA,NA,NA
AshleyJ,Ashley Joi Sadler,1,1,NA,NA,NA,NA,NA,NA
ASIL,ASIL (JPN),1,NA,NA,NA,NA,NA,NA,NA
ASta,A Star is Born OST by Lady Gaga & Bradley Cooper,2,NA,NA,1,1,2018,18,2019
AStr,A Strut,1,2,9,NA,NA,NA,NA,NA
Audi,Audien,1,2,2,NA,NA,NA,NA,NA
Augu,August Rigo,1,2,7,NA,NA,NA,NA,NA
Avic,Avicii,1,2,9,NA,NA,NA,NA,NA
Avri,Avril Lavigne,1,1,7,NA,NA,NA,NA,NA
AyoT,Ayo The Producer,1,2,2,NA,NA,NA,NA,NA
Ayum,Ayumi Miyazaki,1,2,10,NA,NA,NA,NA,NA
B.o.B,B.o.B,1,2,2,NA,NA,NA,NA,NA
Babe,Babel by Mumford & Sons,2,NA,NA,14,1,2012,12,NA
Baby,Babyface,1,2,2,NA,NA,NA,NA,NA
Back,Backpack,1,2,2,NA,NA,NA,NA,NA
Bang,Bangladesh,1,2,2,NA,NA,NA,NA,NA
Bard,Bard McNamee,1,2,2,NA,NA,NA,NA,NA
Bari,Baria Qureshi,1,1,1,NA,NA,NA,NA,NA
BarryG,Barry Gibb,1,2,1,NA,NA,NA,NA,NA
Bawh,Barry White,1,2,2,NA,NA,NA,NA,NA
BE,BE by BTS,2,NA,NA,11,6,2020,8,NA
BeAn,Benny Andersson,1,2,9,NA,NA,NA,NA,NA
Beat,BeatGeek,1,NA,NA,NA,NA,NA,NA,NA
Bebe,Bebe Rexha,1,1,2,NA,NA,NA,NA,NA
bebl,benny blanco,1,2,2,NA,NA,NA,NA,NA
Beko,Bēkon,1,2,2,NA,NA,NA,NA,NA
Beli,Believe by Justin Bieber,2,NA,NA,1,1,2012,13,NA
Bell,Belly,1,2,10,NA,NA,NA,NA,NA
Beng,Bengy Gibson,1,2,2,NA,NA,NA,NA,NA
BenK,Ben Kohn,1,2,1,NA,NA,NA,NA,NA
BenLo,Ben Lovett,1,2,1,NA,NA,NA,NA,NA
BenMa,Ben Maddahi,1,2,2,NA,NA,NA,NA,NA
BenMc,Ben McKee,1,2,2,NA,NA,NA,NA,NA
BenWe,Ben West,1,2,2,NA,NA,NA,NA,NA
BePa,Benj Pasek,1,2,2,NA,NA,NA,NA,NA
Bern,Bernie Taupin,1,2,1,NA,NA,NA,NA,NA
Berr,Berry Gordy,1,2,2,NA,NA,NA,NA,NA
BertK,Bert Kalmar,1,2,2,NA,NA,NA,NA,NA
BeTr,Beautiful Trauma by P!nk,2,NA,NA,1,1,2017,2018,13
Beyo,Beyoncé by Beyoncé,2,NA,NA,7,1,2013,14,NA
Beyonc,Beyoncé,1,1,2,NA,NA,NA,NA,NA
BiCu,Bill Curtis,1,2,2,NA,NA,NA,NA,NA
BigB,Big Boi,1,2,2,NA,NA,NA,NA,NA
BigS,Big Sean,1,2,2,NA,NA,NA,NA,NA
Billie,Billie Eilish,1,1,2,NA,NA,NA,NA,NA
BillyHa,Billy Hayes,1,2,2,NA,NA,NA,NA,NA
BillyMa,Billy Mann,1,2,2,NA,NA,NA,NA,NA
BillySq,Billy Squier,1,2,2,NA,NA,NA,NA,NA
BillyWa,Billy Walsh,1,2,2,NA,NA,NA,NA,NA
Bing,Bing Crosby,1,2,2,NA,NA,NA,NA,NA
Bird,Birdman,1,2,2,NA,NA,NA,NA,NA
BJKh,BJ Khan,1,NA,NA,NA,NA,NA,NA,NA
BjUl,Björn Ulvaeus,1,2,9,NA,NA,NA,NA,NA
blac,blackbear,1,2,2,NA,NA,NA,NA,NA
Bloo,BloodPop,1,2,2,NA,NA,NA,NA,NA
Bloods,Bloodshy,1,2,9,NA,NA,NA,NA,NA
Blue,Blue Bear,1,2,1,NA,NA,NA,NA,NA
BluJ,Blu June,1,1,2,NA,NA,NA,NA,NA
Bobb,Bobby Chung,1,2,10,NA,NA,NA,NA,NA
Bobc,Bobcat,1,2,2,NA,NA,NA,NA,NA
BobDy,Bob Dylan,1,2,2,NA,NA,NA,NA,NA
BobRo,Bob Rock,1,2,7,NA,NA,NA,NA,NA
BoCh,Bobby Chung,1,2,10,NA,NA,NA,NA,NA
Bohe,Bohemian Rhapsody: The Original Soundtrack by Queen,2,NA,NA,4,1,2018,21,2019
Boi1,Boi-1da,1,2,7,NA,NA,NA,NA,NA
BoLa,Boris Lanneau,1,2,5,NA,NA,NA,NA,NA
BONN,BONN,1,2,9,NA,NA,NA,NA,NA
BonnieM,Bonnie McKee,1,1,2,NA,NA,NA,NA,NA
Bono,Bono,1,2,10,NA,NA,NA,NA,NA
BOOT,BOOTS,1,2,2,NA,NA,NA,NA,NA
Bori,Boris Williams,1,2,5,NA,NA,NA,NA,NA
BornTh,Born This Way by Lady Gaga,2,NA,NA,1,1,2011,14,NA
BornTo,Born To Die by Lana Del Rey,2,NA,NA,1,1,2012,12,NA
Brad,Bradley Cooper,1,2,2,NA,NA,NA,NA,NA
Bram,Bram Inscore,1,2,2,NA,NA,NA,NA,NA
Bran,"Brandon ""Blue"" Hamilton",1,2,2,NA,NA,NA,NA,NA
BrBr,Brody Brown,1,2,2,NA,NA,NA,NA,NA
Bren,Brendon Urie,1,2,2,NA,NA,NA,NA,NA
BrGr,Brendan Grieve,1,2,1,NA,NA,NA,NA,NA
BrianEn,Brian Eno,1,2,1,NA,NA,NA,NA,NA
BrianKe,Brian Kennedy,1,2,2,NA,NA,NA,NA,NA
BrianLe,Brian Lee,1,2,2,NA,NA,NA,NA,NA
BrianM,Brian May,1,2,1,NA,NA,NA,NA,NA
BrianMa,Brian Malik Baptiste,1,2,2,NA,NA,NA,NA,NA
BrianS,Brian Soko,1,2,10,NA,NA,NA,NA,NA
Brit,Brittany Coney,1,1,2,NA,NA,NA,NA,NA
BrittanyT,Brittany Tolman,1,1,NA,NA,NA,NA,NA,NA
BrKo,Brock Korsan,1,2,2,NA,NA,NA,NA,NA
BrMa,Bruno Mars,1,2,2,NA,NA,NA,NA,NA
Brod,Brody Brown,1,2,2,NA,NA,NA,NA,NA
BryanAd,Bryan Adams,1,2,7,NA,NA,NA,NA,NA
Buck,Buck Ram,1,2,2,NA,NA,NA,NA,NA
BunB,Bun B,1,2,2,NA,NA,NA,NA,NA
busb,busbee,1,2,2,NA,NA,NA,NA,NA
Bust,Busta Rhymes,1,2,2,NA,NA,NA,NA,NA
Butc,Butch Walker,1,2,2,NA,NA,NA,NA,NA
CaFi,Canei Finch,1,2,2,NA,NA,NA,NA,NA
CAGM,"Carl ""Groove"" Martin",1,2,2,NA,NA,NA,NA,NA
Calv,Calvin Harris,1,2,1,NA,NA,NA,NA,NA
Cam,Cam,1,1,2,NA,NA,NA,NA,NA
Came,Camela Leierth,1,1,9,NA,NA,NA,NA,NA
Cami,Camilla Anne Stewart,1,NA,NA,NA,NA,NA,NA,NA
Camil,Camila Cabello,1,1,10,NA,NA,NA,NA,NA
Cand,Candace Sosa,1,1,2,NA,NA,NA,NA,NA
Cand,Candice Pillay,1,1,10,NA,NA,NA,NA,NA
Cardi,Cardi B,1,1,2,NA,NA,NA,NA,NA
Cardo,Cardo,1,2,2,NA,NA,NA,NA,NA
Carl,Carl Rosen,1,2,2,NA,NA,NA,NA,NA
CarlF,Carl Falk,1,2,9,NA,NA,NA,NA,NA
Caro,Caroline Ailin,1,1,10,NA,NA,NA,NA,NA
CarolinePo,Caroline Polachek,1,1,2,NA,NA,NA,NA,NA
CarolynLe,Carolyn Leigh,1,1,2,NA,NA,NA,NA,NA
Cart,Carter Lang,1,2,NA,NA,NA,NA,NA,NA
Caut,Cautious Clay,1,2,2,NA,NA,NA,NA,NA
Cazz,Cazzi Opeia,1,1,9,NA,NA,NA,NA,NA
CCar,C. Carson Parks,1,2,2,NA,NA,NA,NA,NA
Chan,Changes by Justin Bieber,2,NA,NA,7,1,2020,16,NA
Chanc,Chance the Rapper,1,2,2,NA,NA,NA,NA,NA
CharlesS,Charles Still,1,2,2,NA,NA,NA,NA,NA
ChBr,Charles Bradley,1,2,2,NA,NA,NA,NA,NA
Chec,Cheche Alara,1,2,10,NA,NA,NA,NA,NA
Chel,Chelcee Grimes,1,1,1,NA,NA,NA,NA,NA
ChHa,Chester Hansen,1,2,7,NA,NA,NA,NA,NA
ChillyG,Chilly Gonzales,1,2,7,NA,NA,NA,NA,NA
Chim,Chimey,1,NA,NA,NA,NA,NA,NA,NA
CHIME,CHI-MEY (JPN),1,2,NA,NA,NA,NA,NA,NA
ChIn,Chin Injeti,1,2,10,NA,NA,NA,NA,NA
ChJP,Charlie J. Perry,1,2,1,NA,NA,NA,NA,NA
ChMe,Christian Medice,1,2,2,NA,NA,NA,NA,NA
Chris,Christofer Erixon,1,2,9,NA,NA,NA,NA,NA
ChrisBec,Christophe Beck,1,2,7,NA,NA,NA,NA,NA
ChrisBra,Chris Braide,1,2,1,NA,NA,NA,NA,NA
ChrisBro,Chris Brown,1,2,2,NA,NA,NA,NA,NA
ChrisCas,Chris Caswell,1,2,2,NA,NA,NA,NA,NA
ChrisGod,Chris Godbey,1,2,2,NA,NA,NA,NA,NA
ChrisIv,Chris Ivery,1,2,2,NA,NA,NA,NA,NA
ChrisJ,Chris Janey,1,NA,NA,NA,NA,NA,NA,NA
ChrisJa,Chris James,1,2,3,NA,NA,NA,NA,NA
ChrisMar,Chris Martin,1,2,1,NA,NA,NA,NA,NA
ChrisS,Chris Stapleton,1,2,2,NA,NA,NA,NA,NA
ChristianL,Christian Lorenz,1,2,3,NA,NA,NA,NA,NA
Christ,Christmas by Michael Bublé,2,NA,NA,13,1,2011,19,NA
Christo,Christoph Schneider,1,2,3,NA,NA,NA,NA,NA
ChuckB,Chuck Berry,1,2,2,NA,NA,NA,NA,NA
ChuckyT,Chucky Thompson,1,2,2,NA,NA,NA,NA,NA
Cirk,Cirkut,1,2,7,NA,NA,NA,NA,NA
Clar,Clarence Coffee Jr.,1,2,2,NA,NA,NA,NA,NA
Clau,Claude Kelly,1,2,2,NA,NA,NA,NA,NA
Clay,Clay Wells Holley,1,2,NA,NA,NA,NA,NA,NA
Clev,Clever,1,2,2,NA,NA,NA,NA,NA
Clin,Clinton Sparks,1,2,2,NA,NA,NA,NA,NA
ClintBa,Clint Ballard,1,2,2,NA,NA,NA,NA,NA
ClSm,Claydes Smith,1,2,2,NA,NA,NA,NA,NA
Clyd,Clyde Kelly,1,2,2,NA,NA,NA,NA,NA
CoMa,Conor Maynard,1,2,1,NA,NA,NA,NA,NA
Cool,Cool,1,2,2,NA,NA,NA,NA,NA
Core,Corey Gibson,1,2,NA,NA,NA,NA,NA,NA
Cory,Cory Gunz,1,2,2,NA,NA,NA,NA,NA
Cosm,Cosmo's Midnight,1,2,10,NA,NA,NA,NA,NA
Cour,Courtney Sills,1,2,2,NA,NA,NA,NA,NA
CoyP,Coy Poe,1,2,2,NA,NA,NA,NA,NA
Craz,Crazy J,1,NA,NA,NA,NA,NA,NA,NA
Crys,Crystal Nicole,1,1,2,NA,NA,NA,NA,NA
CVRE,CVRE,1,2,7,NA,NA,NA,NA,NA
Cyri,Cyril Neville,1,2,2,NA,NA,NA,NA,NA
DaBa,DaBaby,1,2,2,NA,NA,NA,NA,NA
DaBr,Dan Bryer,1,2,1,NA,NA,NA,NA,NA
DaBy,David Byron,1,2,1,NA,NA,NA,NA,NA
DaGu,Dave Guy,1,2,2,NA,NA,NA,NA,NA
DaHa,Danielle Haim,1,1,2,NA,NA,NA,NA,NA
DaHe,DaHeala,1,2,7,NA,NA,NA,NA,NA
Dami,Damian Marley,1,2,10,NA,NA,NA,NA,NA
DAMN,DAMN! by Kendrick Lamar,2,NA,NA,2,1,2017,NA,14
Damo,Damon Thomas,1,2,2,NA,NA,NA,NA,NA
DanHe,Dan Heath,1,2,NA,NA,NA,NA,NA,NA
DaniaMaBi,Dania Maria Birks,1,1,2,NA,NA,NA,NA,NA
DanielC,Daniel Caesar (of Caesar & Loui),1,2,7,NA,NA,NA,NA,NA
DanielD,Daniel Daley,1,2,7,NA,NA,NA,NA,NA
DanielPl,Daniel Platzman,1,2,2,NA,NA,NA,NA,NA
dank,danke (lalala studio),1,2,10,NA,NA,NA,NA,NA
DanKa,Dan Kanter,1,2,7,NA,NA,NA,NA,NA
DannyJo,Danny Jones,1,2,1,NA,NA,NA,NA,NA
DannyW,Danny Wilson,1,2,1,NA,NA,NA,NA,NA
DanRe,Dan Reynolds,1,2,2,NA,NA,NA,NA,NA
DanWi,Dan Wilson,1,2,2,NA,NA,NA,NA,NA
DaPe,Darryl Pearson,1,2,2,NA,NA,NA,NA,NA
DaPr,Dan Priddy,1,2,1,NA,NA,NA,NA,NA
Darr,Darren Black,1,2,1,NA,NA,NA,NA,NA
DarylBr,Daryl Braithwaite,1,2,8,NA,NA,NA,NA,NA
DaTo,Dado Topić,1,2,10,NA,NA,NA,NA,NA
Dave,Dave,1,2,1,NA,NA,NA,NA,NA
DavidB,David Biral,1,2,1,NA,NA,NA,NA,NA
DavidBo,David Bowie,1,2,1,NA,NA,NA,NA,NA
DavidBr,David Brook,1,NA,NA,NA,NA,NA,NA,NA
DavidFo,David Foster,1,2,7,NA,NA,NA,NA,NA
DavidGi,David Gilmour,1,2,1,NA,NA,NA,NA,NA
DavidGu,David Guetta,1,2,5,NA,NA,NA,NA,NA
DavidS,David Stewart,1,2,1,NA,NA,NA,NA,NA
DavidSc,David Schuler,1,2,2,NA,NA,NA,NA,NA
DavidSn,David Sneddon,1,2,1,NA,NA,NA,NA,NA
DaWa,Dale Warren,1,2,2,NA,NA,NA,NA,NA
DDre,Dr. Dre,1,2,2,NA,NA,NA,NA,NA
DDRo,Don D. Robey,1,2,2,NA,NA,NA,NA,NA
DDTT,"Dennis ""D.T."" Thomas",1,2,2,NA,NA,NA,NA,NA
Deke,Deke Richards,1,2,2,NA,NA,NA,NA,NA
DemJ,Dem Jointz,1,2,2,NA,NA,NA,NA,NA
dEnA,dEnAun,1,2,2,NA,NA,NA,NA,NA
Denn,"Dennis ""Aganee"" Jenkins",1,2,2,NA,NA,NA,NA,NA
DennisLu,Dennis Lussier,1,2,2,NA,NA,NA,NA,NA
Denz,Denzel Baptiste,1,2,2,NA,NA,NA,NA,NA
Derr,Derrick Milano,1,2,2,NA,NA,NA,NA,NA
Deta,Detail,1,2,2,NA,NA,NA,NA,NA
Dian,Diane Warren,1,1,2,NA,NA,NA,NA,NA
Dick,Dick Smith,1,2,2,NA,NA,NA,NA,NA
Digi,Digital Black,1,NA,NA,NA,NA,NA,NA,NA
Dino,Dino Zisis,1,2,NA,NA,NA,NA,NA,NA
Dipl,Diplo,1,2,2,NA,NA,NA,NA,NA
divi,÷ by Ed Sheeran,2,NA,NA,1,1,2017,2018,12
DJBu,DJ Burton,1,2,2,NA,NA,NA,NA,NA
DJDa,DJ Dahi,1,2,2,NA,NA,NA,NA,NA
DJFa,DJ Falcon,1,2,5,NA,NA,NA,NA,NA
DJKh,DJ Khalil,1,2,2,NA,NA,NA,NA,NA
DJLo,DJ Locksmith,1,2,1,NA,NA,NA,NA,NA
DJSn,DJ Snake,1,2,5,NA,NA,NA,NA,NA
DJSw,DJ Swivel,1,2,7,NA,NA,NA,NA,NA
DJWh,DJ White Shadow,1,2,2,NA,NA,NA,NA,NA
DMC,D.M.C.,1,2,2,NA,NA,NA,NA,NA
DMcK,Damian McKee,1,2,1,NA,NA,NA,NA,NA
DOCS,DOCSKIM,1,2,10,NA,NA,NA,NA,NA
DoJo,Dominic Jordan,1,2,2,NA,NA,NA,NA,NA
Domi,Dominic Jordan,1,2,2,NA,NA,NA,NA,NA
DooW,Doo-Wops & Hooligans by Bruno Mars,2,NA,NA,1,1,2011,10,NA
DORi,Dolores O’Riordan,1,1,10,NA,NA,NA,NA,NA
DougEF,Doug E. Fresh,1,2,2,NA,NA,NA,NA,NA
DougiePo,Dougie Poynter,1,2,1,NA,NA,NA,NA,NA
Dove,Doveman,1,2,2,NA,NA,NA,NA,NA
Dr.Lu,Dr. Luke,1,2,2,NA,NA,NA,NA,NA
Drak,Drake,1,2,7,NA,NA,NA,NA,NA
Dre,Dre,1,2,2,NA,NA,NA,NA,NA
DreM,Dre Moon,1,2,2,NA,NA,NA,NA,NA
DuaL,Dua Lipa,1,1,1,NA,NA,NA,NA,NA
DVLP,DVLP,1,2,2,NA,NA,NA,NA,NA
DwSi,Dwayne Simon,1,2,2,NA,NA,NA,NA,NA
Dyce,Dyce Taylor,1,NA,NA,NA,NA,NA,NA,NA
DYSO,DYSON,1,1,1,NA,NA,NA,NA,NA
EaMu,Eamon Murray,1,2,1,NA,NA,NA,NA,NA
EaSh,Earl Shelton,1,2,2,NA,NA,NA,NA,NA
Eddi,"Eddie ""Krack Keys"" Montilla",1,2,2,NA,NA,NA,NA,NA
EdDr,Ed Drewett,1,2,1,NA,NA,NA,NA,NA
Edit,Edith Piaf,1,1,5,NA,NA,NA,NA,NA
EdSh,Ed Sheeran,1,2,1,NA,NA,NA,NA,NA
EgWh,Eg White,1,2,1,NA,NA,NA,NA,NA
ELCA,EL CAPITXN,1,2,10,NA,NA,NA,NA,NA
Elij,Elijah Blake,1,2,10,NA,NA,NA,NA,NA
Ella,Ella Mai,1,1,1,NA,NA,NA,NA,NA
Elle,Ellen Berg,1,1,9,NA,NA,NA,NA,NA
Ellie,Ellie Greenwich,1,1,2,NA,NA,NA,NA,NA
Ellis,Ellis Miah,1,2,2,NA,NA,NA,NA,NA
Elof,Elof Loelv,1,2,9,NA,NA,NA,NA,NA
Eloh,Elohim,1,1,2,NA,NA,NA,NA,NA
Elto,Elton John,1,2,1,NA,NA,NA,NA,NA
Eltv,Eltvo,1,NA,NA,NA,NA,NA,NA,NA
ElvinBi,Elvin Bishop,1,2,2,NA,NA,NA,NA,NA
ElvinSm,Elvin Smith,1,2,1,NA,NA,NA,NA,NA
EmeliSa,Emeli Sandé,1,1,1,NA,NA,NA,NA,NA
EmHa,Emile Haynie,1,2,2,NA,NA,NA,NA,NA
Emil,Emily Weisband,1,1,2,NA,NA,NA,NA,NA
Emile,Emile Haynie,1,2,2,NA,NA,NA,NA,NA
Emily,Emily Warren,1,1,2,NA,NA,NA,NA,NA
Emin,Eminem,1,2,2,NA,NA,NA,NA,NA
ErAl,Erik Alcock,1,2,7,NA,NA,NA,NA,NA
ErBo,Erik Bodin,1,2,9,NA,NA,NA,NA,NA
Erez,Erez Eisen,1,2,10,NA,NA,NA,NA,NA
EricBe,Eric Bellinger,1,2,2,NA,NA,NA,NA,NA
EricCa,Eric Carmen,1,2,2,NA,NA,NA,NA,NA
EricDa,Eric Dawkins,1,2,2,NA,NA,NA,NA,NA
EricSt,Eric Stewart,1,2,1,NA,NA,NA,NA,NA
EricWo,Eric Woolfson,1,2,1,NA,NA,NA,NA,NA
ErikRe,Erik Reyes-Ortiz,1,2,2,NA,NA,NA,NA,NA
ErMc,Eric McIntosh,1,2,2,NA,NA,NA,NA,NA
Erne,Ernest Clark,1,2,2,NA,NA,NA,NA,NA
ErSe,Erick Sermon,1,2,2,NA,NA,NA,NA,NA
Eske,Eskeerdo,1,2,2,NA,NA,NA,NA,NA
Este,Ester Dean,1,1,2,NA,NA,NA,NA,NA
Etta,Etta Zelmani,1,1,9,NA,NA,NA,NA,NA
Fall,Fallin' Dild,1,NA,NA,NA,NA,NA,NA,NA
Fars,Farsi,1,NA ,NA,NA,NA,NA,NA,NA
Fath,Father John Misty,1,2,2,NA,NA,NA,NA,NA
Feli,Felix Bernard,1,2,2,NA,NA,NA,NA,NA
Fern,Fernando Garibay,1,2,2,NA,NA,NA,NA,NA
fiftyCe,50 Cent,1,2,2,NA,NA,NA,NA,NA
Fine,Fine Line by Harry Styles,2,NA,NA,1,1,2020,12,NA
FINN,FINNEAS,1,2,2,NA,NA,NA,NA,NA
Fion,Fiona Bevan,1,1,1,NA,NA,NA,NA,NA
fivextwenty,5x20 All the BEST!! 1999-2019 by ARASHI,2,NA,NA,14,6,2019,67,NA
Flip,Flippa,1,2,NA,NA,NA,NA,NA,NA
folk,folklore by Taylor Swift,2,NA,NA,5,1,2020,16,NA
Fonc,Fonce Mizell,1,2,2,NA,NA,NA,NA,NA
Four,Four by One Direction,2,NA,NA,1,1,2014,12,NA
FoVa,Foy Vance,1,2,1,NA,NA,NA,NA,NA
Fran,Frank Dukes,1,2,7,NA,NA,NA,NA,NA
Franc,Frances,1,1,1,NA,NA,NA,NA,NA
Franco,François De Roubaix,1,2,5,NA,NA,NA,NA,NA
Frank,Frank Rodgers,1,2,2,NA,NA,NA,NA,NA
FrankL,Frank Loesser,1,2,2,NA,NA,NA,NA,NA
FrankOc,Frank Ocean,1,2,2,NA,NA,NA,NA,NA
FranzS,Franz Schubert,1,2,10,NA,NA,NA,NA,NA
FranzX,Franz Xaver Gruber,1,2,4,NA,NA,NA,NA,NA
Fras,Fraser T. Smith,1,2,1,NA,NA,NA,NA,NA
FrBa,Fred Ball,1,2,10,NA,NA,NA,NA,NA
FrCo,Frederick Cox,1,2,1,NA,NA,NA,NA,NA
Fred,Fred again,1,2,1,NA,NA,NA,NA,NA
FredB,Fred Ball,1,2,10,NA,NA,NA,NA,NA
Fredd,Freddie Mercury,1,2,10,NA,NA,NA,NA,NA
FreddiePe,Freddie Perren,1,2,2,NA,NA,NA,NA,NA
Fredr,"Fredrik ""Figge"" Boström",1,2,9,NA,NA,NA,NA,NA
Fredri,Fredrik Thomander,1,2,9,NA,NA,NA,NA,NA
Freq,Frequency,1,2,2,NA,NA,NA,NA,NA
FrFa,Fred Fairbrass,1,2,1,NA,NA,NA,NA,NA
Frod,Frode Fjellheim,1,2,10,NA,NA,NA,NA,NA
