id,name,type,sex,origin,genre,language,year,tracks,second year
DavidS,David Stewart,1,2,1,,,,,
Denz,Denzel Baptiste,1,2,2,,,,,
Derr,Derrick Milano,1,2,2,,,,,
Dian,Diane Warren,1,1,2,,,,,
Digi,Digital Black,1,,,,,,,
DJDa,DJ Dahi,1,2,2,,,,,
DJSw,DJ Swivel,1,2,7,,,,,
DJWh,DJ White Shadow,1,2,2,,,,,
Domi,Dominic Jordan,1,2,2,,,,,
DreM,Dre Moon,1,2,2,,,,,
DuaL,Dua Lipa,1,1,1,,,,,
Dyce,Dyce Taylor,1,,,,,,,
DYSO,DYSON,1,1,1,,,,,
Edit,Edith Piaf,1,1,5,,,,,
EdSh,Ed Sheeran,1,2,1,,,,,
ELCA,EL CAPITXN,1,2,10,,,,,
Ella,Ella Mai,1,1,1,,,,,
Elle,Ellen Berg,1,1,9,,,,,
Elli,Ellis Miah,1,2,2,,,,,
Eloh,Elohim,1,1,2,,,,,
Elto,Elton John,1,2,1,,,,,
Eltv,Eltvo,1,,,,,,,
Emil,Emily Weisband,1,1,2,,,,,
Emile,Emile Haynie,1,2,2,,,,,
Emily,Emily Warren,1,1,2,,,,,
Emin,Eminem,1,2,2,,,,,
Etta,Etta Zelmani,1,1,9,,,,,
F&T,F&T,1,,,,,,,
Fall,Fallin' Dild,1,,,,,,,
Fars,Farsi,1,NA ,,,,,,
Fath,Father John Misty,1,2,2,,,,,
Fine,Fine Line by Harry Styles,2,,,1,1,2020,12,
FINN,FINNEAS,1,2,2,,,,,
folk,folklore by Taylor Swift,2,,,5,1,2020,16,
Fran,Frank Dukes,1,2,7,,,,,
Franc,Frances,1,1,1,,,,,
Frank,Frank Rodgers,1,2,2,,,,,
Fred,Fred again..,1,2,1,,,,,
FredB,Fred Ball,1,2,10,,,,,
Fredd,Freddie Mercury,1,2,10,,,,,
Fredr,"Fredrik ""Figge"" Boström",1,2,9,,,,,
Fredri,Fredrik Thomander,1,2,9,,,,,
Fumi,Fumiya Fujii,1,2,10,,,,,
Fura,Furaha,1,,,,,,,
Futu,Future Nostalgia by Dua Lipa,2,,,1,1,2020,11,
Future,Future,1,2,2,,,,,
Geor,George Harrison,1,2,1,,,,,
GHST,GHSTLOOP,1,,,,,,,
Gigi,Gigi (JPN),1,,,,,,,
GIRL,GIRLI,1,1,1,,,,,
Goro,Goro. T,1,,,,,,,
Gran,Grandmaster Flash,1,2,2,,,,,
GregK,Greg Kurstin,1,2,2,,,,,
GregM,Greg McKee,1,2,2,,,,,
Gust,Gusten Dahlqvist,1,2,9,,,,,
HER,H.E.R.,1,1,2,,,,,
HSuz,H.Suzuki,1,,,,,,,
Hals,Halsey,1,1,2,,,,,
Happ,Happy Perez,1,2,2,,,,,
Harr,Harry Styles,1,2,1,,,,,
HARV,HARV,1,2,2,,,,,
HIKA,HIKARI (JPN),1,2,10,,,,,
Hild,Hilda,1,1,9,,,,,
Hill,Hillary Lindsey,1,1,2,,,,,
Hiro,Hiroo Ooyagi,1,2,10,,,,,
Hiss,Hiss Noise,1,2,10,,,,,
hitm,"""hitman"" Bang",1,2,10,,,,,
Holl,Hollywood's Bleeding by Post Malone,2,,,2,1,2020,17,
hs,hs (JPN),1,,,,,,,
Hund,Hundred Plus,1,,,,,,,
HYDR,HYDRANT (JPN),1,,,,,,,
HYPE,HYPER SLIPPER,1,,,,,,,
IanK,Ian Kirkpatrick,1,2,2,,,,,
Icec,Icecream drum,1,,,,,,,
iiSA,iiSAK (JPN),1,,,,,,,
Illa,Illangelo,1,2,7,,,,,
Ilse,Ilsey,1,1,2,,,,,
ILYA,ILYA,1,2,9,,,,,
Irvi,Irving Wallman,1,,,,,,,
Ishu,Ishu,1,,,,,,,
Ivan,Ivan Jackson,1,2,2,,,,,
J&T,J&T (JPN),1,2,10,,,,,
JTCu,J.T. Cure,1,2,2,,,,,
Jack,Jack Antonoff,1,2,2,,,,,
Jaha,Jahaan Sweet,1,2,2,,,,,
Jame,James F Reynolds,1,2,1,,,,,
JasonE,Jason Evigan,1,2,2,,,,,
JasonI,Jason Isbell,1,2,2,,,,,
JaVa,JaVale McGee,1,2,2,,,,,
Jayr,Jayrah Gibson,1,2,2,,,,,
JeffBa,Jeff Bashker,1,2,2,,,,,
JeffBh,Jeff Bhasker,1,2,2,,,,,
Jess,Jessie Lauren Foutz,1,1,2,,,,,
Jessi,Jessica Agombar,1,1,1,,,,,
jhop,j-hope (BTS),1,2,10,,,,,
JHus,J Hus,1,2,1,,,,,
Jimi,Jimin (BTS),1,2,10,,,,,
Jimm,Jimmy Giannos,1,,,,,,,
JIN ,JIN (BTS),1,2,10,,,,,
Joak,Joakim Björnberg,1,,,,,,,
JoeA,Joe Alwyn,1,2,1,,,,,
JoeF,Joe Femi Griffith,1,,,,,,,
Joel,Joel Little,1,2,10,,,,,
JoeR,Joe Reeves,1,2,1,,,,,
JoHi,Jo Hill,1,1,1,,,,,
JohnD,John Deacon,1,2,1,,,,,
JohnL,John Lennon,1,2,1,,,,,
JohnW,John Wold,1,,,,,,,
Jord,Jordan K. Johnson,1,2,2,,,,,
Jose,Joseph Frierson,1,2,,,,,,
JoshuaG,Joshua Gudwin,1,2,2,,,,,
JoshuaW,Joshua Williams,1,2,7,,,,,
JPro,JProof,1,2,2,,,,,
JuliaM,Julia Michaels,1,1,2,,,,,
JuliaR,Julia Ross,1,1,2,,,,,
July,July Jones,1,1,1,,,,,
Jung,Jung Kook (BTS),1,1,10,,,,,
Juni,Junior Jokinen,1,,,,,,,
JustinB,Justin Bieber,1,2,7,,,,,
JustinT,Justin Tranter,1,2,2,,,,,
JustinV,Justin Vernon,1,2,2,,,,,
Kaan,Kaan Günesberk,1,2,7,,,,,
KAMI,KAMILLE,1,1,1,,,,,
Kand,Kandi,1,1,2,,,,,
Kany,Kanye West,1,2,2,,,,,
Kayd,Kaydence,1,1,2,,,,,
Kehl,Kehlani,1,1,2,,,,,
Kenn,Kennedi,1,1,2,,,,,
Kens,Kenshi Yonezu,1,2,10,,,,,
Kevinb,Kevin borg,1,2,10,,,,,
KevinBr,Kevin Briggs,1,2,2,,,,,
KevinP,Kevin Parker,1,2,10,,,,,
Khal,Khalid,1,2,2,,,,,
KidC,Kid Culture,1,2,2,,,,,
KidH,Kid Harpoon,1,2,1,,,,,
Kita,Kitagawa Yujin,1,2,10,,,,,
Kohe,Kohei Ohkura,1,,,,,,,
Kohs,Kohsuke Oshima,1,2,10,,,,,
Koic,Koichiro Muroya,1,2,10,,,,,
Kont,Kontantin Scherer,1,2,3,,,,,
Kosu,Kosuke Morimoto,1,2,10,,,,,
Kouj,Koji Makaino,1,2,10,,,,,
KOZ,KOZ,1,2,7,,,,,
Krys,Krysta Youngs,1,1,2,,,,,
Lady,Lady Gaga,1,1,2,,,,,
Laxc,Laxcity,1,2,10,,,,,
LeeS,Lee Seu Ran,1,1,10,,,,,
Lela,Leland,1,2,2,,,,,
Levi,Levi (KOR),1,,,,,,,
LilB,Lil Baby,1,2,2,,,,,
LilD,Lil Dicky,1,2,2,,,,,
Lind,Lindel Deon Nelson,1,,,,,,,
lori,lori (JPN),1,,,,,,,
LoriM,Lori McKenna,1,1,2,,,,,
Loui,Louis Bell,1,2,2,,,,,
Louig,Louiguy,1,2,4,,,,,
Love,Lover by Taylor Swift,2,,,1,1,2019,18,
Ludw,Ludwig Lindell,1,2,9,,,,,
Luka,Lukas Nelson,1,2,2,,,,,
LUTR,LUTRA,1,,,,,,,
Majid,Majid Al Maskati,1,2,7,,,,,
Mane,Maneesh,1,2,7,,,,,
MAPO,MAP OF THE SOUL: PERSONA by BTS,2,,,11,6,2019,7,
MAPO7,MAP OF THE SOUL: 7 by BTS,2,,,11,6,2020,20,
Marc,Marcus McCoan,1,2,1,,,,,
Mari,Mariya Takeuchi,1,1,10,,,,,
Mario,Mario Winans,1,2,2,,,,,
MarkN,Mark Nilan Jr.,1,2,2,,,,,
MarkR,Mark Ronson,1,2,1,,,,,
Mart,Martin Sjolie,1,2,10,,,,,
Mary,Mary Frierson,1,1,,,,,,
Masa,Masami Tozawa,1,,,,,,,
Masas,Masashi Ohtsuki,1,,,,,,,
Matty,Matty Thomson,1,2,1,,,,,
Matth,Matthew Tavares,1,2,7,,,,,
MaxG,Max Grant,1,,,,,,,
MaxL,Max Lynedoch Graham,1,2,1,,,,,
MaxM,Max Martin,1,2,9,,,,,
MaxW,Max Wartell,1,,,,,,,
Meek,Meek Mill,1,2,2,,,,,
Mela,Melanie Joy Fontana,1,1,2,,,,,
Meta,Metaphor (KOR),1,,,,,,,
Metr,Metro Boomin,1,2,2,,,,,
Mfms,MfmsiQ,1,,,,,,,
Mich,"Michel ""Lindgren"" Schulz",1,2,3,,,,,
Michael,"Michael ""Mikey"" Foster",1,2,2,,,,,
MichaelH,Michael Hutchence,1,2,10,,,,,
Mick,Mick Schultz,1,2,2,,,,,
MIKE,MIKE DEAN,1,2,2,,,,,
MikeM,Mike McTaggart,1,,,,,,,
Mitc,Mitch Rowland,1,2,2,,,,,
Mizz,Nizzy,1,2,1,,,,,
Moke,Mokeyzz,1,2,1,,,,,
MorM,MorMor,1,2,7,,,,,
MUSS,MUSSASHI,1,,,,,,,
Nasr,Nasri,1,2,7,,,,,
Nata,Natalie Hemby,1,1,2,,,,,
Neon,Neon Boy,1,,,,,,,
NickM,Nick Monson,1,2,2,,,,,
NickMi,Nick Mira,1,2,2,,,,,
Nine,Nineteen85,1,2,7,,,,,
Nive,Nive,1,2,10,,,,,
Njom,Njomza,1,1,2,,,,,
No6C,No. 6 Collaborations Project by Ed Sheeran,2,,,1,1,2019,15,
Nobb,Nobby,1,,,,,,,
Noti,Notinbed,1,,,,,,,
Octo,Octobar (Kimono Co.),1,,,,,,,
Olan,Olaniyi Akinkunmi,1,,,,,,,
Oliv,Oliver Riedel,1,2,3,,,,,
Oneo,Oneohtrix Point Never,1,2,2,,,,,
OscarH,Oscar Hammerstein II,1,2,2,,,,,
OscarHo,Oscar Holter,1,2,9,,,,,
OvyO,Ovy On The Drums,1,2,10,,,,,
Owen,Owen Roberts,1,2,,,,,,
Ozzy,Ozzy Osbourne,1,2,1,,,,,
pady,padyy (JPN),1,,,,,,,
Pard,Pardison Fontaine,1,2,2,,,,,
PaulK,Paul Kennerley,1,2,1,,,,,
PaulL,Paul Landers,1,2,3,,,,,
PaulM,Paul McCartney,1,2,1,,,,,
Paulo,Paulo Londra,1,2,10,,,,,
Pdog,Pdogg,1,2,10,,,,,
Pete,Pete Kelleher,1,2,1,,,,,
PeterN,Peter Nord,1,2,9,,,,,
PeterS,Peter Svensson,1,2,9,,,,,
Phil,Phil Beaudreau,1,2,2,,,,,
Pipp,Pippi Svensson,1,,,,,,,
PnBR,PnB Rock,1,2,2,,,,,
PooB,Poo Bear,1,2,2,,,,,
PopW,Pop Wansel,1,2,2,,,,,
Post,Post Malone,1,2,2,,,,,
Prin,Printz Board,1,2,2,,,,,
Princ,Prince 85,1,,,,,,,
Pris,Priscilla Renea,1,1,2,,,,,
QQ,QQ,1,,,,,,,
Quav,Quavo,1,2,2,,,,,
Ramm,Rammstein by Rammstein,2,,,9,2,2019,11,
Rand,Randy Runyon,1,,,,,,,
RayM,Ray Murray,1,,2,,,,,
Rich,Richelle Alleyne,1,1,7,,,,,
RichardR,Richard Rodgers,1,2,2,,,,,
RichardZ,Richard Z. Kruspe,1,2,3,,,,,
Rick,Ricky Reed,1,2,2,,,,,
Rico,Rico Wade,1,2,2,,,,,
Ring,Ringo Starr,1,2,1,,,,,
RM,RM (BTS),1,2,10,,,,,
Roge,Roger Taylor,1,2,1,,,,,
Roma,Roman Campolo,1,2,2,,,,,
Royc,Royce.H,1,,,,,,,
RUCC,RUCCA,1,,,,,,,
Ruut,Ruuth,1,1,3,,,,,
Ryan,Ryan Lawrie,1,2,1,,,,,
SAKR,SAKRA,1,,,,,,,
Samm,Sammy Witte,1,,,,,,,
SAMU,Samuel Waermö,1,2,9,,,,,
Sara,Sarah Hudson,1,1,2,,,,,
Sash,Sasha Sirota,1,2,2,,,,,
Sava,Savan Kotecha,1,2,2,,,,,
SawA,Saw Arrow,1,,,,,,,
Sawar,Sawara Kouta,1,,,,,,,
Scoo,Scootie,1,2,2,,,,,
Sean,Sean D,1,,,,,,,
SGLe,SG Lewis,1,2,1,,,,,
Shak,Shakka Philip,1,2,1,,,,,
Shel,Shellback,1,1,9,,,,,
Shin,Shin Tanimoto,1,,,,,,,
Shing,Shingo Asari,1,2,10,,,,,
Shinno,Shinnosuke (buzz-Vibes),1,2,10,,,,,
ShoS,Sho Sakurai,1,2,10,,,,,
SHUN,SHUN (JPN),1,2,10,,,,,
SHUY,SHUYA,1,2,,,,,,
SIA,SIA,1,1,10,,,,,
Simo,Simon Janlöv,1,2,9,,,,,
SINU,SIN/UNITe,1,,,,,,,
Skri,Skrillex,1,2,2,,,,,
Slee,Sleepy Brown,1,2,2,,,,,
Sleep,Sleep Deez,1,2,2,,,,,
Slow,Slow Rabbit,1,2,10,,,,,
Solu,Soluna (JPN),1,,,,,,,
Song,Song Jae Kyung,1,2,,,,,,
Soun,Sounwave,1,2,2,,,,,
SQUA,SQUAREF,1,,,,,,,
StVi,St. Vincent,1,1,2,,,,,
Stat,Static Major,1,2,2,,,,,
Stef,Stefan Johnson,1,2,2,,,,,
Stell,Stella Jang,1,1,10,,,,,
ster,stereograph (JPN),1,,10,,,,,
Stev,Steve Mac,1,2,1,,,,,
S-Tnk,S-Tnk,1,,,,,,,
Stor,Stormzy,1,2,1,,,,,
STRA,STRAY SHEEP by Kenshi Yonezu,2,,,12,6,2020,15,
Suga,Suga (BTS),1,2,10,,,,,
SugaS,Suga Shikao,1,2,10,,,,,
Summ,Summer Walker,1,2,2,,,,,
Supr,Supreme Boi,1,2,10,,,,,
Swae,Swae Lee,1,2,2,,,,,
SZA,SZA,1,1,2,,,,,
Tada,Tada Shinya,1,2,10,,,,,
Tain,Tainy,1,2,10,,,,,
Taka,Takashi Miura,1,2,10,,,,,
Take,Takehiko Iida,1,2,10,,,,,
TAKES,TAKESHI (bewiN),1,2,10,,,,,
Takesh,Takeshi Aida,1,2,10,,,,,
Taku,Taku Yoshioka,1,2,10,,,,,
Takuy,Takuya Harada,1,,,,,,,
Tats,Tatsuro Yamashita,1,2,10,,,,,
Tayl,Taylor Swift,1,1,2,,,,,
Tayla,Tayla Parx,1,1,2,,,,,
TBHi,TBHits,1,2,2,,,,,
Than,"Thank u, next by Ariana Grande",2,,,1,2,2019,12,
TheK,The KristoMan,1,2,10,,,,,
TheW,The Weeknd,1,2,7,,,,,
Till,Till Lindermann,1,2,3,,,,,
Timb,Timbaland,1,2,2,,,,,
TimS,Tim Staffell,1,2,1,,,,,
TomB,Tom Barnes,1,2,1,,,,,
TomS,Tom Strahle,1,2,,,,,,
TomW,Tom Wiklund,1,,,,,,,
Tove,Tove Lo,1,1,9,,,,,
Trav,Travis Scott,1,2,2,,,,,
Troy,Troye Sivan,1,2,10,,,,,
TSUK,TSUKASA,1,,,,,,,
Tush,Tushar Apte,1,2,8,,,,,
TylerA,Tyler Armes,1,2,2,,,,,
TylerJ,Tyler Johnson,1,2,2,,,,,
UPSA,UPSAHL,1,1,2,,,,,
V,V (BTS),1,2,10,,,,,
ValB,Val Blatvatnik,1,,,,,,,
Vict,Victoria Monét,1,1,2,,,,,
Vinc,Vincent Stein (Beatzarre),1,2,3,,,,,
Vince,Vince Nantes,1,2,2,,,,,
Viny,Vinylz,1,2,2,,,,,
Vory,Vory,1,2,2,,,,,
watt,watt,1,2,2,,,,,
Wend,Wendy Rene,1,1,1,,,,,
WHEN,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2,,,5,1,2019,14,2020
Will,Wille Erik Hugo Tannergard,1,,,,,,,
wond,wonder note (JPN),1,,,,,,,
Wonde,Wonderland,1,,,,,,,
YEBB,YEBBA,1,1,2,,,,,
Yoji,Yoji Kubota,1,2,10,,,,,
Yojir,Yojiro Noda,1,2,10,,,,,
Yosh,Yoshitaka Taira,1,2,10,,,,,
Youn,Young Thug,1,2,2,,,,,
Yout,Youth case,1,,,,,,,
youw,youwhich,1,2,10,,,,,
Yusu,Yusuke Kato,1,2,10,,,,,
Yuta,Yuta Bandoh,1,2,10,,,,,
