from,to,weight,relation,participation,count
JustinT,Futu,1,1,1,1
JustinT,Than,1,1,1,1
JustinV,folk,1,3,1,1
JuT,fivextwenty,1,1,1,2
Kaan,Afte,1,1,1,1
Kaan,Holl,1,1,1,2
KAMI,Futu,1,1,1,1
Kand,Than,1,1,1,1
Kany,Holl,1,1,1,1
Kayd,Than,3,1,1,2
Kehl,Chan,1,3,1,1
Kenn,Futu,1,1,1,1
Kenn,Than,1,1,1,1
Kens,STRA,5,2,7,14
KevinB,Than,1,1,1,1
Kevinbo,fivextwenty,1,1,1,1
KevinP,Afte,1,1,1,1
Khal,NosixC,1,3,1,1
KidC,Chan,1,1,1,2
KidH,Fine,5,1,7,11
Kita,fivextwenty,1,1,1,1
Kohe,fivextwenty,1,1,1,1
Kohs,fivextwenty,1,1,1,1
Koic,STRA,1,1,1,1
Kont,fivextwenty,1,1,1,1
Kosu,fivextwenty,1,1,3,5
Kouj,fivextwenty,1,1,1,2
KOZ,Futu,3,1,3,3
Krys,MAPO,1,1,1,1
Krys,MAPOsev,1,1,1,2
Lady,ASta,5,2,7,12
Laxc,Chan,1,1,1,1
LeeS,MAPOsev,1,1,1,1
Lela,MAPOsev,1,1,1,1
Levi,BE,1,1,1,1
LilB,Holl,1,3,1,1
LilD,Chan,1,3,1,1
Lind,Than,1,1,1,1
lori,fivextwenty,1,1,1,1
LoriM,ASta,1,1,1,1
Loui,Chan,1,1,1,1
Loui,Holl,5,1,7,17
Loui,Love,1,1,3,3
Louig,ASta,1,1,1,1
Ludw,MAPOsev,1,1,1,1
Luka,ASta,3,1,5,8
LUTR,MAPOsev,1,1,1,1
Majid,Chan,1,1,1,1
Mane,Chan,1,1,1,1
Marc,MAPO,3,1,1,2
Marc,MAPOsev,1,1,1,1
Mari,fivextwenty,1,1,1,1
Mario,Afte,1,1,1,1
MarkN,ASta,3,1,5,6
MarkR,ASta,1,1,1,1
Mart,MAPOsev,1,1,1,1
Mary,Than,1,1,1,1
Masa,fivextwenty,1,1,1,2
Masas,fivextwenty,1,1,1,1
Matth,Holl,1,1,1,2
Matth,Love,1,1,1,1
Matty,MAPOsev,1,1,1,1
Matty,MAPO,1,1,1,1
MaxG,fivextwenty,1,1,1,1
MaxL,MAPO,3,1,1,2
MaxL,MAPOsev,1,1,1,2
MaxM,Afte,3,1,3,5
MaxM,NosixC,3,1,3,4
MaxM,Than,3,1,3,4
MaxW,Futu,1,1,1,1
Meek,Holl,1,3,1,1
Meek,NosixC,1,3,1,1
Mela,Futu,1,1,1,1
Mela,MAPO,3,1,1,2
Mela,MAPOsev,1,1,3,3
Meta,BE,1,1,1,1
Metr,Afte,3,1,3,4
Mfms,fivextwenty,1,1,1,1
Mich,Futu,1,1,1,1
Mich,MAPO,3,1,3,3
Mich,MAPOsev,1,1,1,1
Michael,Than,3,1,1,2
MichaelH,Futu,1,1,1,2
Mick,MAPOsev,1,1,1,2
MIKE,Chan,1,1,1,1
MikeM,Afte,1,1,1,1
Mitc,Fine,3,1,5,6
Mizz,Holl,1,1,1,1
Moke,Chan,1,1,1,1
MorM,Holl,1,1,1,1
MUSS,fivextwenty,1,1,1,1
Nasr,Chan,1,1,1,1
Nata,ASta,1,1,1,2
Neon,MAPOsev,1,1,1,1
NickM,ASta,3,1,5,6
NickMi,Holl,1,1,1,1
Nine,Chan,1,1,1,1
Nine,NosixC,1,1,1,1
Nive,BE,1,1,1,1
Njom,Than,3,1,1,2
Nobb,fivextwenty,1,1,1,1
Noti,Afte,1,1,1,1
Octo,fivextwenty,1,1,1,2
Olan,Chan,1,1,1,1
Oliv,Ramm,5,2,7,11
Oneo,Afte,3,1,3,3
OscarH,Than,1,1,1,1
OscarHo,Afte,3,1,3,5
OvyO,NosixC,1,1,1,1
Owen,MAPO,1,1,1,1
Owen,MAPOsev,1,1,1,1
Ozzy,Holl,1,3,1,1
pady,fivextwenty,1,1,1,2
Pard,NosixC,1,1,1,1
PaulK,ASta,1,1,1,1
PaulL,Ramm,5,2,7,11
PaulM,Abbe,5,2,7,14
Paulo,NosixC,1,3,1,1
Pdog,BE,1,1,1,2
Pdog,MAPO,3,1,3,4
Pdog,MAPOsev,3,1,7,11
Pete,Futu,1,1,1,1
PeterN,fivextwenty,1,1,1,1
PeterS,Than,1,1,1,1
Phil,Chan,1,1,1,1
Pipp,fivextwenty,1,1,1,1
PnBR,NosixC,1,3,1,1
PooB,Chan,4,1,7,16
PooB,NosixC,1,1,1,1
PopW,Than,3,1,3,3
Post,Chan,1,3,1,1
Post,Holl,5,2,7,17
Prin,MAPOsev,1,1,1,1
Princ,Afte,1,1,1,1
Pris,Than,3,1,1,2
QQ,fivextwenty,1,1,1,1
Quav,Chan,1,3,1,1
Rand,BE,1,1,1,1
RayM,NosixC,1,1,1,1
Rich,MAPOsev,1,1,1,1
RichardR,Than,1,1,1,1
RichardZ,Ramm,5,2,7,11
Rick,Afte,1,1,1,1
Rico,NosixC,1,1,1,1
Ring,Abbe,1,2,1,1
RM,BE,5,2,5,7
RM,MAPO,5,2,5,7
RM,MAPOsev,5,2,7,17
Roge,Bohe,1,2,3,3
Roma,MAPO,1,1,1,1
Roma,MAPOsev,1,1,1,1
Royc,fivextwenty,1,1,1,1
RUCC,fivextwenty,1,1,1,1
Ruut,BE,1,1,1,1
Ryan,MAPO,1,1,1,1
Ryan,MAPOsev,1,1,1,1
SAKR,fivextwenty,1,1,1,1
Samm,Fine,1,1,1,2
SAMU,fivextwenty,1,1,1,1
Sara,Futu,1,1,1,2
Sash,Chan,1,1,3,3
Sava,Than,3,1,3,4
SawA,fivextwenty,1,1,1,1
Sawar,fivextwenty,1,1,1,1
Scoo,Than,3,1,3,3
Sean,fivextwenty,1,1,1,1
seventhA,fivextwenty,1,1,1,1
SGLe,Futu,1,1,1,1
Shak,Futu,1,1,1,1
Shel,NosixC,3,1,3,4
Shin,fivextwenty,1,1,3,4
Shing,fivextwenty,1,1,1,1
Shinno,fivextwenty,1,1,1,1
ShoS,fivextwenty,1,2,7,13
SHUN,fivextwenty,1,1,1,2
SHUY,fivextwenty,1,1,1,1
SIA,MAPOsev,1,3,1,1
Simo,fivextwenty,1,1,1,2
SINU,fivextwenty,1,1,5,7
Skri,NosixC,1,3,1,1
Slee,NosixC,1,1,1,1
Sleep,MAPOsev,1,1,1,1
Slow,MAPOsev,1,1,1,1
Solu,fivextwenty,1,1,3,4
Song,MAPO,1,1,1,1
Soun,Love,1,1,1,1
SQUA,fivextwenty,1,1,1,1
Stat,Chan,1,1,1,1
Stef,Futu,1,1,1,1
Stell,MAPOsev,1,1,1,1
ster,fivextwenty,1,1,1,1
Stev,NosixC,1,1,1,2
STnk,fivextwenty,1,1,3,3
Stor,NosixC,1,3,1,1
StVi,Love,1,1,1,1
Suga,BE,5,2,5,6
Suga,MAPO,5,2,5,6
Suga,MAPOsev,3,2,7,11
SugaS,fivextwenty,1,1,1,1
Summ,Chan,1,3,1,1
Supr,MAPO,1,1,1,1
Supr,MAPOsev,3,1,3,4
Swae,Holl,1,3,1,1
SZA,Holl,1,3,1,1
Tada,fivextwenty,1,1,1,2
Tain,Chan,1,1,1,1
Taka,fivextwenty,1,1,1,1
Take,fivextwenty,1,1,1,2
TAKES,fivextwenty,1,1,1,2
Takesh,fivextwenty,1,1,1,2
Taku,fivextwenty,1,1,1,2
Takuy,fivextwenty,1,1,3,3
Tats,fivextwenty,1,1,1,1
Tayl,folk,5,2,7,16
Tayl,Love,5,2,7,18
Tayla,Than,3,1,5,6
TBHi,Than,3,1,3,5
TheK,NosixC,1,1,1,1
TheW,Afte,5,2,7,14
Till,Ramm,5,2,7,11
Timb,Chan,1,1,1,1
TimS,Bohe,1,1,1,1
TomB,Futu,1,1,1,1
TomS,Chan,1,1,1,1
TomW,MAPOsev,1,1,1,1
Tove,Futu,1,1,1,1
Trav,Chan,1,3,1,1
Trav,Holl,1,3,1,1
Trav,NosixC,1,3,1,1
Troy,MAPOsev,1,1,1,1
TSUK,fivextwenty,1,1,1,1
Tush,MAPO,1,1,1,1
TylerA,Holl,1,1,1,1
TylerJ,Fine,3,1,5,7
UPSA,Futu,1,1,1,1
V,BE,3,2,1,2
V,MAPOsev,1,2,1,1
ValB,Holl,1,1,1,1
ValB,NosixC,1,1,1,1
Vict,Than,3,1,5,6
Vinc,fivextwenty,1,1,1,1
Vince,MAPOsev,1,1,1,1
Viny,Chan,1,1,1,1
Vory,Holl,1,1,1,1
watt,Futu,1,1,1,1
watt,Holl,1,1,1,2
Wend,Than,1,1,1,1
Will,MAPOsev,1,1,1,1
wond,fivextwenty,1,1,1,2
Wonde,fivextwenty,1,1,1,2
YEBB,NosixC,1,3,1,1
Yoji,fivextwenty,1,1,1,2
Yojir,STRA,1,3,1,1
Yosh,fivextwenty,1,1,1,1
Youn,Holl,1,3,1,1
Youn,NosixC,1,3,1,1
Yout,fivextwenty,1,1,3,5
youw,fivextwenty,1,1,1,1
Yusu,fivextwenty,1,1,1,1
Yuta,STRA,5,1,7,10
